bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
93,Baseline,none,glm,2024-03-02T00:56:17Z,2024-03-02T00:56:33Z,NA,0,NA,0.5
93,Baseline,none,pda,2024-03-02T00:56:33Z,2024-03-02T00:57:21Z,0.09090909090909091,0.02,0.032786885245901634,0.508955286251567
93,Baseline,none,multinom,2024-03-02T00:57:21Z,2024-03-02T00:57:50Z,NA,0,NA,0.5
93,Baseline,none,treebag,2024-03-02T00:57:50Z,2024-03-02T00:58:10Z,0,0,NA,0.49874634350188046
93,Baseline,none,gbm,2024-03-02T00:58:11Z,2024-03-02T00:58:35Z,NA,0,NA,0.5
93,Baseline,none,ranger,2024-03-02T00:58:36Z,2024-03-02T01:00:51Z,NA,0,NA,0.5
93,Baseline,none,nnet,2024-03-02T01:00:52Z,2024-03-02T01:01:32Z,NA,0,NA,0.5
