bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
57,Baseline,none,glm,2024-03-02T00:55:17Z,2024-03-02T00:55:33Z,NA,0,NA,0.5
57,Baseline,none,pda,2024-03-02T00:55:33Z,2024-03-02T00:56:22Z,0.3333333333333333,0.04,0.07142857142857142,0.5195821145006269
57,Baseline,none,multinom,2024-03-02T00:56:22Z,2024-03-02T00:56:51Z,NA,0,NA,0.5
57,Baseline,none,treebag,2024-03-02T00:56:52Z,2024-03-02T00:57:13Z,0,0,NA,0.4994776431257835
57,Baseline,none,gbm,2024-03-02T00:57:13Z,2024-03-02T00:57:38Z,NA,0,NA,0.5
57,Baseline,none,ranger,2024-03-02T00:57:39Z,2024-03-02T00:59:54Z,NA,0,NA,0.5
57,Baseline,none,nnet,2024-03-02T00:59:54Z,2024-03-02T01:00:35Z,NA,0,NA,0.5
57,Baseline,weighted,glm,2024-03-02T01:00:36Z,2024-03-02T01:00:54Z,0.02735562310030395,0.72,0.0527086383601757,0.726276640200585
