DBT1,DBT99,WHITE,BLACK,ASIAN,MIXED,OTHER_RACE,SDESCENT,OVER65,LIVESALONE,LARGEHOUSE,POVERTY,UNEMPLOYED,HIGHSCHOOL,RENT,ELPAY,NGPAY,LPGPAY,FOPAY,APARTMENT,MOBILE,YEARMADERANGE,THERMALMASS.WALL,THERMALMASS.ROOF,ADQINSUL,DRAFTY,WWR,TYPEGLASS,COOLTYPE,EQUIPM,HVAC_OPERATION,HVAC_MAINTENANCE,NUMFANS,OFFGRID,TEMPMA
96.8,18.9,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1979,0,0,3,0,0.8571428571428571,2,1,1,0,0,5,0,0
88.5,5,0,0,1,0,0,0,0,0,0,0,-0,0,1,1,0,0,0,1,0,2009,0,0,3,0,0.2,1,1,1,0,0,2,0,0
92.4,19.3,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,1,0,0,0,0,2009,0.143,0.069,2,0,1.6666666666666667,2,1,0,0,0,2,0,0
91.7,12.3,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1999,0,0,3,0,1.25,2,1,1,0,0,3,0,0
92.8,19.3,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2020,0.004,0.069,2,0,4,1,1,1,0,0,2,0,0
86.6,-11.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1999,0,0,3,0,0.8571428571428571,2,1,1,0,0,0,0,0
88.5,5,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,1,0,0,0,0,1950,0.013,0.013,1,2,2.5,1,0.5,1,0,0,2,0,0
93,40.9,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1989,0.41,0.044,2,1,1.4285714285714286,2,1,1,0,0,3,0,0
95.7,25.4,0,1,0,0,0,0,0,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0.004,0.001,1,1,2.2857142857142856,1,0.5,1,0,0,6,0,0
92.5,16.2,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,0,0,0,1979,0.004,0.069,2,1,1.5,1,0.5,1,0,0,2,0,0
83.9,7.4,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1950,0,0,3,0,0.6,1,1,1,0,0,0,1,0
89.8,-1.8,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0,0,3,0,1.6,2,1,1,0,0,1,0,0
91.7,-4.1,1,0,0,0,0,0,0,1,0,0,-0,1,1,1,1,0,0,1,0,2009,0.013,0,1,1,0.6,2,1,1,0,0,0,0,0
86.2,3.9,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0,0,3,0,3.3333333333333335,2,1,1,0,0,2,1,0
81.9,28.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.013,0.069,2,0,2,2,0.5,1,0,0,4,0,0
92.6,34.1,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,0,0,0,0,1989,0,0,3,1,1.7777777777777777,1,1,1,0,0,5,1,0
90.4,23.4,1,0,0,0,0,0,0,0,0,1,-0,1,0,1,0,0,0,0,0,2015,0,0,3,0,1,2,1,1,1,0,3,1,0
88.2,10,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,3.75,2,1,1,0,0,5,1,0
90,19.6,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,0,0,0,1,0,1989,0,0,3,0,0.3333333333333333,1,1,1,0,0,1,0,0
84.2,10.4,1,0,0,0,0,0,1,0,0,1,-0,0,1,1,1,0,0,0,0,1969,0.004,0.069,2,1,2.5,2,0.5,1,0,0,2,0,0
92.8,19.3,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,1979,0.143,0,2,1,3.75,2,1,1,0,0,3,0,0
87.5,10,1,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,0,0,0,0,1950,0.143,0.069,2,1,3,2,1,1,0,0,6,0,0
88,9.1,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,1979,0.004,0.069,2,0,2.2222222222222223,2,0.5,1,0,0,2,0,0
67,1.9,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,1,1,0,0,2009,0,0,3,0,2,2,0,1,0,0,2,0,0
89.6,13.6,1,0,0,0,0,0,1,1,0,1,-1,1,0,1,0,0,0,0,0,2009,0,0,3,0,2.6666666666666665,2,1,1,0,0,6,0,0
89.8,4.9,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,1989,0.013,0.069,2,1,2,2,1,1,0,0,6,0,0
86.2,43.1,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1969,0.013,0.069,2,0,1.6666666666666667,1,1,1,1,0,6,1,0
91.8,20.7,1,0,0,0,0,0,0,1,0,1,-0,0,0,1,1,0,0,1,0,2020,0,0,3,0,0.25,2,1,1,0,0,1,1,0
97.4,36.4,1,0,0,0,0,1,1,0,0,0,-1,0,0,1,1,0,0,0,0,1969,0.024,0.069,1,1,1.25,1,1,1,1,0,10,0,1
89.4,17.3,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1959,0,0,3,0,1.1111111111111112,2,1,1,0,0,0,0,0
108.3,41.6,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1989,0.024,0.008,2,1,1,1,1,1,0,0,8,0,0
90.3,17.5,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,1,0,0,0,1979,0,0,3,0,2,2,1,1,0,0,0,1,0
88.7,8.1,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,0,0,0,0,0,2009,0,0,3,0,1.6666666666666667,1,1,1,0,0,2,0,0
92.8,22.5,1,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,0,0,0,0,1969,0.143,0.069,2,1,1.6666666666666667,2,1,1,0,0,4,0,0
86.1,13.9,1,0,0,0,0,0,0,1,0,0,-0,0,0,1,0,0,1,0,0,1950,0.013,0.069,1,2,3.3333333333333335,1,1,1,0,0,4,1,0
91.2,5.1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.024,0.069,2,1,2.6666666666666665,2,1,1,1,0,6,0,0
94,33.1,1,0,0,0,0,0,1,0,0,0,-0,1,0,1,0,0,0,0,0,1989,0.013,0.069,2,1,1,2,1,1,0,0,6,0,0
89.7,18,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,1,0,1950,0,0,3,0,2.5,2,0.5,1,0,0,0,0,0
91.1,31.7,1,0,0,0,0,0,1,1,0,0,-0,0,0,1,1,0,0,0,0,1959,0.013,0,2,0,3.2,2,0.5,1,0,0,5,1,0
86.2,5.7,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0.004,0.069,1,1,0.8571428571428571,2,1,1,0,0,3,1,0
88,27.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1989,0,0,3,0,2,2,1,1,0,0,1,1,0
84.3,15.7,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,1,1,0,0,1959,0.004,0.069,2,1,0.8571428571428571,2,1,0.5,0,0,5,1,0
83.4,4.9,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,0,0,1,0,0,1999,0,0,3,0,1.2,1,0.5,1,0,0,2,0,0
88.1,8.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,0,0,1959,0,0,3,0,1.6666666666666667,2,1,1,0,0,8,1,0
91.8,20.7,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,1,0,2009,0.143,0,2,1,1,2,1,1,0,0,1,0,0
84.4,-0.9,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,0,1,0,0,0,1989,0,0,3,0,1.2,2,0.5,1,0,0,4,0,0
93.4,27.1,0,1,0,0,0,0,1,0,0,1,-1,1,0,1,0,1,0,0,1,1979,0,0,3,1,1.25,2,0.5,1,0,0,4,0,0
91.3,24.5,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,0,1969,0.143,0.001,2,0,0.8571428571428571,1,1,1,0,0,3,0,0
90.4,30,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,1,1999,0,0,3,1,2.2857142857142856,1,1,1,0,0,2,0,0
87.9,9.6,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2020,0,0,3,0,0.5454545454545454,2,1,1,0,0,3,0,0
91.8,25.1,1,0,0,0,0,0,0,0,0,1,-0,0,0,1,0,0,0,0,0,1950,0.004,0.069,2,0,1,2,1,1,0,1,3,0,0
93.3,29.7,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,0,0,0,0,0,1999,0,0,3,0,1.6,2,1,1,0,0,7,0,0
89.7,3.1,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,0,1,0,0,1,1989,0.004,0.001,2,1,2.6666666666666665,2,0,1,0,0,2,0,0
88.9,-7.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,1999,0.004,0.069,2,0,2,2,1,1,0,0,2,0,0
97.7,31.7,0,0,0,1,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,2009,0.004,0.069,2,1,1.4285714285714286,2,1,1,1,0,7,0,0
94,26.7,0,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,1,0,2009,0.143,0,1,2,1,2,1,1,0,0,2,0,0
84.5,8.8,1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,1989,0,0,3,1,1.5,2,1,1,0,0,1,0,0
87.9,7.3,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,0,0,0,0,0,1989,0.143,0.069,2,0,1.5,2,0.5,1,0,0,0,0,0
88.2,20.5,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,1,2,2,1,1,0,0,5,0,0
106.8,35.3,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,2009,0,0,3,1,1.6666666666666667,2,1,1,0,0,4,0,0
106.3,35.7,1,0,0,0,0,1,1,0,0,1,-0,0,1,1,0,0,0,1,0,1999,0.024,0,2,0,0.5,1,1,1,0,0,0,0,0
87.9,9.3,1,0,0,0,0,0,1,1,0,1,-0,0,1,1,0,0,0,0,0,2009,0.143,0.069,1,1,1.5,1,1,1,1,0,2,0,0
87.7,-11.2,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,1999,0.004,0.069,2,1,1.4545454545454546,2,1,1,0,0,2,1,0
87.5,29.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0.004,0.069,2,1,2.5,1,1,1,0,0,0,0,0
85.8,9.4,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,0,1959,0.004,0.069,2,1,2.2857142857142856,1,0.5,0.5,0,0,7,1,0
91.3,17.9,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,1959,0.013,0.069,1,0,1.6666666666666667,2,1,0.5,0,0,1,0,0
81.9,28.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1979,0,0,3,1,0.8571428571428571,2,0,1,0,0,1,0,0
85.6,10,1,0,0,0,0,0,1,0,0,1,-0,0,1,1,1,0,0,1,0,2015,0,0,3,0,0.6,2,1,1,0,0,1,0,0
95.8,6.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0,0,3,0,1.1111111111111112,2,1,1,0,0,5,1,0
82.2,-14.8,0,0,1,0,0,1,0,0,0,1,-1,0,0,1,0,0,1,0,0,2009,0.004,0.069,2,1,0.8333333333333334,2,0,1,0,0,6,0,0
98.6,18.8,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,0,0,2009,0.143,0.069,2,1,1,2,1,1,0,0,6,0,0
91.3,17.9,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,0,1,0,1989,0.143,0,2,1,1.5,2,1,1,0,0,2,0,0
88.2,45.2,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1979,0.013,0,2,0,1.2,2,1,1,0,0,2,0,0
81.9,28.5,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,1989,0,0,3,1,1,2,0,1,0,0,2,0,0
91.8,20.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1950,0.004,0.069,2,0,7.5,2,1,1,0,0,3,0,0
91.8,38.6,1,0,0,0,0,0,1,1,0,0,-0,1,1,1,1,0,0,0,0,1950,0.004,0.069,2,0,2.5,2,1,1,0,0,5,0,0
91.4,27.6,1,0,0,0,0,0,1,0,0,1,-1,0,0,1,0,0,0,0,0,1989,0.013,0.069,2,1,1,1,1,1,0,0,5,0,0
84.3,42.5,0,0,1,0,0,1,1,0,0,1,-1,1,1,1,1,0,0,1,0,1989,0.013,0,2,2,0.75,1,1,1,0,0,4,0,0
91.8,20.7,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0,1959,0.143,0,2,1,1,1,1,1,1,0,1,0,0
79.5,16.7,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0,0,1969,0,0,3,0,2,2,0,1,0,0,4,0,0
81.8,13,1,0,0,0,0,0,0,1,0,1,-0.5,0,1,1,1,0,0,1,0,1950,0.004,0,1,1,0.75,1,0.5,1,0,0,2,0,0
98.9,28.8,1,0,0,0,0,0,0,0,0,0,-0,0,1,1,1,0,0,0,0,1999,0.024,0.069,2,3,0.8571428571428571,2,1,1,0,0,3,0,0
87.6,43.6,1,0,0,0,0,1,0,0,0,1,-0.5,0,1,1,1,0,0,0,0,1959,0.013,0.069,1,2,1.5,1,0.5,1,0,0,2,0,1
93,24.8,0,1,0,0,0,0,0,0,0,1,-0,0,1,1,1,0,0,0,0,1999,0,0.069,2,2,1.25,2,1,1,0,0,7,0,0
81.3,-12.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1959,0.004,0.069,2,1,1.4285714285714286,2,0,1,0,0,1,0,0
91.9,33.7,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1999,0,0,3,1,2.2222222222222223,2,1,1,0,0,7,0,0
90.6,20.8,1,0,0,0,0,0,1,1,0,0,-0,1,0,1,1,0,0,0,0,1950,0,0,3,0,2,1,1,1,0,0,0,1,0
90.6,23.3,0,0,0,1,0,0,1,0,0,1,-0,0,0,1,0,0,0,0,0,1979,0,0,3,0,1.7777777777777777,1,1,0.5,0,0,7,1,0
93.4,35.5,1,0,0,0,0,1,0,0,0,1,-0.5,1,1,1,0,0,0,1,0,2015,0.143,0,1,1,0.75,2,1,1,0,0,3,0,0
83.4,24.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1979,0.004,0.069,2,1,0.9090909090909091,2,1,1,0,0,2,0,0
88,8.1,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0,0,0,0,1950,0,0,3,1,2.2857142857142856,2,0,1,0,0,6,0,0
91.3,21.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,2009,0.143,0.001,2,0,1.7777777777777777,2,1,1,0,0,4,0,0
81.3,-12.5,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,2009,0.004,0,2,0,0.3333333333333333,1,0.5,1,0,0,3,0,0
95.1,14.2,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,1979,0,0,3,0,0.75,2,0.5,1,0,0,0,0,0
89.9,14,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1959,0,0,3,0,2.5,2,1,1,0,0,1,1,0
92.4,19.3,1,0,0,0,0,0,1,1,0,1,-0,0,1,0,0,0,0,1,0,1959,0.143,0,2,0,0.3333333333333333,2,1,1,0,0,2,1,0
86.1,7.9,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1969,0,0,3,0,0.8571428571428571,2,1,1,0,0,5,0,0
93.6,36.1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1979,0.024,0.069,1,1,2,1,1,1,1,0,1,0,0
88.1,9.8,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,0,1,0,0,1959,0.004,0.069,2,0,2.2222222222222223,2,0.5,1,0,0,4,1,0
91.5,-3.6,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,0,0,0,2009,0,0,3,0,2.727272727272727,2,1,1,0,0,2,1,0
90.2,15.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1989,0,0,3,0,2.857142857142857,2,1,1,0,0,4,1,0
78.3,-38.3,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,0,0,1,0,0,2009,0,0,3,0,1.25,3,0.5,1,0,0,7,0,0
88.7,3.7,1,0,0,0,0,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,1950,0,0,3,1,1.4285714285714286,2,1,1,0,0,0,0,0
93.3,9.8,1,0,0,0,0,0,0,1,0,1,-1,1,0,1,1,0,0,1,0,1989,0,0,2,1,1,1,1,1,0,0,3,0,0
87.5,29.5,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,0,1989,0.004,0,2,1,1,2,0.5,1,0,0,1,0,0
86.5,17.8,1,0,0,0,0,0,1,1,0,1,-0,1,1,1,1,0,0,1,0,1950,0.143,0,2,0,2,2,0,1,0,0,3,0,0
90.6,19.1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2009,0.004,0.069,2,0,2.5,2,1,1,0,0,6,0,0
89.5,5.4,0,0,1,0,0,0,0,1,0,0,-1,0,1,1,1,0,0,1,0,2009,0.41,0,2,1,3,1,0.5,1,0,0,0,0,0
84.4,-8.3,1,0,0,0,0,0,1,0,0,1,-0,1,1,1,0,0,1,1,0,1999,0.013,0.069,2,1,1.2,1,0.5,1,0,0,4,0,0
92.2,36.3,0,1,0,0,0,0,0,0,0,1,-0,1,0,1,1,0,0,0,0,1950,0.004,0.069,2,1,1,1,1,1,0,1,0,0,0
89.8,6.2,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1999,0.004,0.069,2,0,2.5,2,1,1,0,0,1,0,0
106.4,38.7,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1999,0,0,3,0,2,2,1,1,0,0,5,0,0
89.5,5.4,1,0,0,0,0,0,0,0,0,1,-0,0,1,1,0,0,0,1,0,1969,0,0,2,1,0.16666666666666666,2,0.5,1,0,0,3,0,0
89.5,5.4,1,0,0,0,0,0,0,1,0,0,-0.5,0,0,1,0,0,0,1,0,1950,0.143,0,2,1,2.5,1,0.5,1,0,0,3,0,0
87,9.7,1,0,0,0,0,0,0,0,0,1,-0,0,1,1,1,0,0,0,0,1969,0.143,0.008,2,0,1,2,0.5,1,1,0,2,0,0
91.3,9.5,1,0,0,0,0,0,0,0,0,1,-0,0,0,1,1,0,0,0,0,2009,0.013,0.069,2,1,2.2857142857142856,2,1,1,0,0,7,0,0
81.1,36.4,1,0,0,0,0,0,0,1,0,1,-1,0,1,1,1,0,0,0,0,1969,0.013,0.069,2,0,2.5,2,0,1,0,0,0,0,0
97.4,36,1,0,0,0,0,0,1,1,0,1,-0,0,0,1,1,0,0,0,0,1950,0.013,0.069,1,1,2.6666666666666665,1,1,1,0,0,4,0,0
88,-5.5,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.004,0.069,2,1,1.5384615384615385,2,1,1,0,0,5,0,0
92.4,23.6,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0,0,3,1,2.2222222222222223,2,1,1,0,0,2,0,0
91.4,25.1,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2015,0,0,3,0,0.75,2,1,1,0,0,5,0,0
88.2,5,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1999,0,0,3,1,1,2,1,1,0,0,2,0,0
91.7,-4.1,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,1,0,0,0,0,1950,0,0,3,1,2.5,1,0,1,0,0,1,0,0
91.2,15.8,0,1,0,0,0,0,0,1,0,1,-1,0,1,1,1,0,0,0,0,1979,0.004,0.069,2,1,1.2,2,1,1,0,0,5,0,0
91.4,12.4,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1989,0.004,0.069,2,0,2,2,1,1,0,0,6,0,0
88.1,9.8,1,0,0,0,0,0,1,0,0,1,-0,1,0,1,1,0,0,1,0,1979,0.013,0,1,1,0.16666666666666666,2,1,1,0,0,1,0,0
89.7,18,1,0,0,0,0,1,1,1,0,0,-0,1,1,1,1,0,0,1,0,1950,0,0,3,1,3.3333333333333335,1,0.5,1,0,0,3,0,0
85.9,-2.9,1,0,0,0,0,0,0,1,0,1,-1,1,1,1,1,1,0,0,0,1969,0.004,0.069,2,1,1.25,2,1,1,0,0,1,0,0
84.4,0.8,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1979,0.013,0.069,2,1,2.5,2,1,1,0,0,4,0,0
91.3,12.4,1,0,0,0,0,0,0,0,0,1,-0,0,0,1,1,0,0,0,0,1969,0.004,0.069,2,0,1,2,1,1,0,0,5,0,0
81.8,13,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,1999,0.143,0,2,0,2,2,0.5,1,0,0,0,0,0
94,31.8,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,2020,0.024,0.069,2,0,1.25,2,1,1,0,0,5,0,0
83.7,45.7,1,0,0,0,0,1,0,0,0,0,-1,0,1,1,1,0,0,1,0,1969,0.004,0,2,0,1.5,2,0.5,1,0,0,2,0,0
90,14.3,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1969,0,0,3,0,3.2,2,1,0.5,0,0,2,0,0
71.1,-4,1,0,0,0,0,0,0,0,0,1,-0,1,1,1,0,0,0,1,0,2009,0,0,3,0,0.25,1,0.5,0,0,0,2,0,0
95.3,33.8,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,1,0,0,0,0,2009,0,0,3,0,2.2222222222222223,2,1,1,0,0,7,1,0
83.7,38.6,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,1999,0.013,0.069,2,1,0.25,2,1,1,0,0,2,0,0
90.9,25,1,0,0,0,0,0,0,0,0,0,-0,0,0,1,0,1,0,0,0,2020,0,0,3,0,3.3333333333333335,2,1,1,0,0,5,0,0
95.2,21,1,0,0,0,0,0,1,1,0,1,-0,1,0,1,0,1,0,0,0,1959,0.013,0.001,2,1,1.2,1,1,1,0,0,3,0,0
87.4,32.1,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,1979,0,0,3,0,2,2,0.5,1,0,0,4,0,0
74.7,29.6,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,0,0,0,1979,0.013,0.069,2,0,1.5,2,1,1,0,0,0,0,0
91,18.1,1,0,0,0,0,0,1,0,0,1,-0.5,1,0,1,0,0,0,0,0,1959,0,0,3,0,1.25,2,1,1,0,0,5,0,0
94.8,17.8,0,0,0,1,0,0,0,1,0,1,-1,0,1,1,1,0,0,0,0,1969,0,0,3,0,0.8571428571428571,2,1,1,0,0,3,0,0
89.8,6.2,1,0,0,0,0,0,0,0,0,1,-0,0,1,1,1,0,0,1,0,1989,0.013,0,2,0,2,1,1,1,0,0,0,0,0
92.6,18.1,0,0,0,1,0,0,0,1,0,0,-1,0,1,1,1,0,0,1,0,2020,0.143,0.069,2,2,1.25,2,0,1,1,0,4,0,1
87.6,8,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1959,0.143,0.069,2,1,2,1,1,1,0,0,5,0,0
90.6,23.3,1,0,0,0,0,0,1,0,0,0,-1,0,1,1,0,0,0,0,1,1999,0.004,0.069,1,1,1.2,1,1,1,0,0,2,0,0
90.4,36.5,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2020,0.004,0.069,2,0,0.6666666666666666,2,1,1,0,0,6,1,0
93,18.5,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,1,0,0,2009,0,0,3,0,1.6666666666666667,2,1,1,0,0,6,1,0
68.1,33.4,1,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,0,0,1,0,1979,0.013,0,2,1,1.5,2,0,1,0,0,2,0,0
92.6,23.1,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,0,1,0,0,0,1969,0,0,3,0,2.2857142857142856,2,1,1,0,0,2,0,0
94,26.7,1,0,0,0,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,0,1950,0.013,0.069,2,0,1.4285714285714286,1,1,1,0,0,3,0,0
83.7,45.7,0,0,1,0,0,0,1,1,0,1,-0,0,1,1,0,0,0,1,0,1959,0,0,3,0,0.5,1,0,1,0,0,0,0,0
88.2,10,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,1989,0,0,3,1,0.8571428571428571,2,1,1,0,0,5,0,0
99,26.5,1,0,0,0,0,0,0,0,0,0,-0.5,0,0,1,1,0,0,0,0,1999,0,0,3,0,2.727272727272727,3,1,1,0,0,9,0,0
88.3,43.9,0,0,1,0,0,1,1,0,0,1,-0,1,0,1,1,0,0,0,0,2009,0,0,3,0,0.8571428571428571,2,0,1,0,0,4,1,0
86.7,12.9,1,0,0,0,0,0,0,0,0,0,-0.5,1,0,1,0,0,1,0,0,1969,0,0,3,1,2,2,0.5,1,0,0,6,0,0
93.1,31.8,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,2009,0.143,0.069,2,0,1.7777777777777777,1,1,1,0,1,9,0,0
87.6,-14.5,1,0,0,0,0,0,1,0,0,1,-0,0,1,1,0,0,0,1,0,2009,0.143,0,2,0,0.6,2,0.5,1,0,0,3,0,0
92,25,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,0,0,2020,0,0,3,0,1.25,2,1,1,0,0,4,0,0
82.8,2.1,1,0,0,0,0,0,0,0,0,1,-0.5,1,0,1,0,0,1,0,0,1950,0.004,0.069,2,0,2.5,2,0.5,1,1,0,2,1,0
88.7,7.5,1,0,0,0,0,0,1,0,0,0,-0,0,0,1,1,0,0,1,0,2015,0,0,3,0,1.2,1,1,1,0,0,1,0,0
88.4,-12,1,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,1,0,1999,0.143,0,2,1,0.75,2,0.5,1,0,0,0,0,0
85.8,9.4,1,0,0,0,0,0,0,1,0,1,-0,0,1,1,1,0,0,0,0,2009,0.004,0.069,1,3,1.1111111111111112,2,1,1,1,0,0,0,1
91.1,9.3,0,0,0,1,0,0,1,0,0,1,-0,0,0,1,1,0,0,0,1,1999,0.004,0.001,2,0,1,2,0.5,1,0,0,0,0,0
78.9,42.9,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,2009,0.024,0.008,2,1,3.75,2,0,1,0,0,3,0,0
90.3,13.4,1,0,0,0,0,0,1,1,0,1,-0,1,1,1,1,0,0,1,0,2015,0.143,0,2,1,1,2,1,1,0,0,1,0,0
86.2,5.7,1,0,0,0,0,0,1,1,0,1,-0,0,1,0,0,0,0,1,0,2009,0.143,0,2,1,0.75,2,1,1,0,0,4,1,0
