DBT1,DBT99,WHITE,BLACK,SDESCENT,OVER65,LIVESALONE,POVERTY,EMPLOYHH,HIGHSCHOOL,RENT,APARTMENT,MOBILE,YEARMADERANGE,THERMALMASS.ROOF,ADQINSUL,DRAFTY,WWR,TYPEGLASS,COOLTYPE,HVAC_OPERATION,HVAC_MAINTENANCE,NUMFANS,OFFGRID,TEMPMA
0.4581005586592177,0.74644128113879,0,0,0,0,0,0,1,0,0,0,0,0.2714285714285714,0,0.6666666666666666,0.3333333333333333,0.0303951367781155,0.5,0,0,0,0.11764705882352941,0,0
0.5698324022346367,0.5062277580071174,1,0,0,1,1,0,0,0,1,0,0,0.4142857142857143,1,0.3333333333333333,0.3333333333333333,0.017021276595744678,0,1,0,0,0.058823529411764705,0,0
0.6592178770949719,0.6823843416370107,1,0,0,0,0,0,1,0,1,0,0,0,0.014492753623188404,0.3333333333333333,0.3333333333333333,0.0924880590534086,0,1,1,0,0.35294117647058826,0,0
0.5698324022346367,0.4839857651245551,1,0,0,1,1,1,0,0,0,0,0,0.7,0,0.6666666666666666,0,0.06382978723404255,0,1,0,0,0.17647058823529413,0,0
0.5642458100558658,0.6423487544483986,1,0,0,1,0,1,0,1,0,0,0,0.7,0,0.6666666666666666,0,0.04711246200607903,0.5,0.5,0,0,0.058823529411764705,0,0
0.5605214152700185,0.45551601423487537,1,0,0,0,0,0,1,0,0,0,0,0.12857142857142856,0,0.6666666666666666,0.3333333333333333,0.08611955420466058,0,1,0,0,0.058823529411764705,0,0
0.4934823091247672,0.4012455516014235,1,0,0,0,0,0,1,0,0,0,0,0.9285714285714286,0,0.6666666666666666,0.3333333333333333,0.022036474164133738,0.5,1,1,0,0.23529411764705882,1,0
0.6219739292364989,0.5391459074733095,1,0,0,0,0,1,0.5,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.10395136778115502,0.5,0.5,0,0,0.23529411764705882,1,0
0.6052141527001862,0.41103202846975084,1,0,0,0,1,1,0,0,0,0,0,0,1,0.3333333333333333,0,0.08054711246200608,0,0.5,0,0,0.29411764705882354,0,0
0.6275605214152701,0.646797153024911,0,1,0,0,0,1,1,0,0,0,0,0.2714285714285714,0,0.6666666666666666,0.6666666666666666,0.06382978723404255,0,1,0,0,0.17647058823529413,0,0
0.6964618249534449,0.5258007117437722,1,0,1,0,0,1,1,1,0,0,1,0.4142857142857143,0.014492753623188404,0.3333333333333333,0,0.10840932117527863,0.5,0.5,1,1,0.17647058823529413,0,1
0.6238361266294227,0.686832740213523,1,0,0,0,0,1,1,0,0,0,0,0.4142857142857143,0,0.6666666666666666,0.3333333333333333,0.04472427268779853,0,1,0,0,0.23529411764705882,0,0
0.4785847299813781,0.6174377224199289,1,0,0,1,0,0,0,0,0,0,0,0.7,0,1,0,0.06860616587060356,0.5,0.5,0,0,0.17647058823529413,0,0
0.64804469273743,0.6209964412811387,1,0,0,1,1,1,0,1,0,0,1,0.8428571428571429,0,0.6666666666666666,0.3333333333333333,0.03708206686930091,0.5,1,1,0,0.17647058823529413,0,0
0.2737430167597766,0.6708185053380783,1,0,0,1,1,1,0,1,0,0,0,0.8428571428571429,0,1,0,0.10395136778115502,0.5,0,0,0,0.17647058823529413,0,0
0.5288640595903163,0.46975088967971523,1,0,0,0,1,1,0,1,1,0,0,0.12857142857142856,0,0.6666666666666666,0.3333333333333333,0.03708206686930091,0,0,1,0,0.11764705882352941,0,0
0.5549348230912476,0.6619217081850534,1,0,0,0,0,0,0.5,0,1,1,0,0.9285714285714286,0,0.3333333333333333,0.6666666666666666,0.025618758141554492,0.5,0,0,0,0.29411764705882354,0,0
0.7392923649906891,0.7526690391459074,0,0,0,0,0,0,0,0,0,0,0,0.8428571428571429,0,1,0,0.08814589665653495,0.5,1,0,0,0.11764705882352941,1,0
0.6108007448789571,0.7775800711743772,0,0,0,1,0,0,0,0,0,0,0,0.7,0,0.6666666666666666,0.3333333333333333,0.05268490374873354,0,1,0,0,0.29411764705882354,1,0
0.6256983240223463,0.5587188612099644,0,1,0,0,0,1,0,0,1,0,0,0.12857142857142856,0,0.6666666666666666,0.3333333333333333,0.034110097939885176,0,0.5,1,0,0,0,0
0.536312849162011,0.46085409252669035,1,0,0,0,0,0,1,0,0,0,0,0.8428571428571429,0,1,0.3333333333333333,0.0712597095575819,0.5,1,0,0,0.11764705882352941,0,0
0.6219739292364989,0.547153024911032,1,0,0,0,0,0,1,1,0,0,0,0,0,0.6666666666666666,0,0.0712597095575819,0.5,0.5,0,0,0.5294117647058824,0,0
0.5698324022346367,0.4813167259786476,1,0,0,1,1,0,0,0,0,0,0,0.7,0,0.6666666666666666,0,0.0303951367781155,0,1,0,0,0.11764705882352941,0,0
0.6275605214152701,0.6254448398576512,1,0,0,0,0,0,1,0,0,0,0,0.7,0,0.6666666666666666,0.3333333333333333,0.04839841010053776,0.5,1,0,0,0.5294117647058824,0,0
0.64804469273743,0.6209964412811387,0,0,0,1,0,1,0,0,0,0,0,0.2714285714285714,0,0.6666666666666666,0,0.034110097939885176,0.5,1,0,0,0.29411764705882354,0,0
0.6666666666666666,0.6076512455516013,1,0,0,0,0,0,1,1,0,0,0,0.4142857142857143,0,0.6666666666666666,0.3333333333333333,0.04472427268779853,0,1,0,0,0.23529411764705882,0,0
0.6201117318435754,0.5462633451957295,1,0,0,0,0,0,1,0,0,0,0,0.4142857142857143,1,0.3333333333333333,0.3333333333333333,0.025618758141554492,0.5,1,1,0,0.11764705882352941,0,0
0.5288640595903163,0.46975088967971523,1,0,0,0,0,1,0.5,1,1,0,0,0.5571428571428572,0,0.6666666666666666,0,0.025618758141554492,0,1,0,0,0.058823529411764705,0,0
0.6256983240223463,0.5587188612099644,0,1,0,0,1,0,1,0,0,1,0,0,0,0.6666666666666666,0.3333333333333333,0.05268490374873354,0,1,1,0,0.11764705882352941,0,0
0.5772811918063314,0.43238434163701067,1,0,0,1,1,0,0,0,0,0,0,0.12857142857142856,0,0.6666666666666666,0.3333333333333333,0.03708206686930091,0,1,0,0,0.11764705882352941,0,0
0.728119180633147,0.5676156583629892,0,0,1,0,0,1,1,0,1,0,0,0.5571428571428572,1,0.3333333333333333,0.6666666666666666,0.24772036474164133,0,0,0,0,0.058823529411764705,0,0
0.5605214152700185,0.45551601423487537,1,0,0,1,1,1,0,0,1,1,0,0.2714285714285714,0,0.6666666666666666,0,0.005319148936170213,0.5,1,0,0,0.058823529411764705,0,0
0.7392923649906891,0.6806049822064056,1,0,0,0,0,0,1,0,0,0,1,0.8428571428571429,0,0.6666666666666666,0.3333333333333333,0.04472427268779853,0.5,1,0,0,0.35294117647058826,0,0
0.9422718808193667,0.7695729537366548,1,0,0,0,0,0,1,0,0,0,0,0.2714285714285714,0,0.6666666666666666,0,0.022036474164133738,0.5,1,0,0,0.35294117647058826,0,0
0.6219739292364989,0.547153024911032,1,0,0,0,0,0,1,0,0,0,0,0.12857142857142856,0,0.6666666666666666,0,0.04711246200607903,0.5,1,1,0,0.11764705882352941,1,0
0.4487895716945995,0.5151245551601423,0,0,0,0,0,0,1,0,1,1,0,0.8428571428571429,0,1,0,0.0972644376899696,0,0.5,0,0,0,0,1
0.6256983240223463,0.5587188612099644,0,1,0,0,0,1,1,1,1,1,0,0.9285714285714286,0,0.3333333333333333,0.6666666666666666,0.06382978723404255,0,0.5,0,0,0.058823529411764705,0,0
0.7523277467411543,0.6912811387900355,0,0,0,0,0,1,0.5,0,0,0,0,0.12857142857142856,1,0.3333333333333333,0.3333333333333333,0.06382978723404255,0.5,0,1,0,0.11764705882352941,0,0
0.5698324022346367,0.4839857651245551,1,0,0,0,1,0,1,1,0,0,0,0.7,0,0.6666666666666666,0,0.04711246200607903,0,1,0,0,0.11764705882352941,1,0
0.4581005586592177,0.74644128113879,1,0,1,0,0,0,0,0,1,0,0,0.12857142857142856,0,0.6666666666666666,0,0.06382978723404255,0.5,0,0,1,0,0,0
0.4581005586592177,0.74644128113879,0,0,0,1,1,0,0,1,0,0,0,0.12857142857142856,0,1,0,0.13069908814589665,0.5,0,0,0,0.058823529411764705,1,0
0.5567970204841711,0.5080071174377223,1,0,0,1,0,0,0,1,0,0,1,0.7,0,1,0,0.0303951367781155,0.5,1,0,0,0.23529411764705882,1,0
0.6238361266294227,0.6209964412811387,1,0,0,1,1,1,0,1,0,0,1,0.4142857142857143,0,0.6666666666666666,0.3333333333333333,0.04711246200607903,0,0.5,0,0,0.11764705882352941,0,0
0.6219739292364989,0.7820284697508897,1,0,1,0,0,0,0,0,0,0,0,0.4142857142857143,0,0.6666666666666666,0,0.022036474164133738,0,1,0,0,0.23529411764705882,0,0
0.7001862197392922,0.7001779359430603,0,1,0,0,0,0,1,0,0,0,0,0.8428571428571429,0,0.6666666666666666,0.3333333333333333,0.04472427268779853,0,1,1,0,0.35294117647058826,0,0
0.42830540037243947,0.8087188612099644,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0.05268490374873354,0,0,0,0,0.11764705882352941,0,0
0.4990689013035381,0.4030249110320284,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.3333333333333333,0.025618758141554492,0.5,0.5,0,0,0.23529411764705882,0,0
0.6499068901303536,0.5604982206405693,1,0,0,0,0,0,1,0,0,0,0,0.7,0,0.6666666666666666,0.6666666666666666,0.06382978723404255,0.5,1,0,0,0.11764705882352941,1,0
0.6275605214152701,0.6254448398576512,1,0,0,0,0,0,1,0,0,0,0,0.4142857142857143,1,0.3333333333333333,0.6666666666666666,0.05639986491050321,0,1,0,0,0.47058823529411764,0,0
0.553072625698324,0.6850533807829181,0,0,0,0,0,0,0.5,0,0,0,0,0.8428571428571429,0,0.6666666666666666,0,0.0972644376899696,0.5,1,0,0,0.058823529411764705,0,0
0.6554934823091247,0.5916370106761566,1,0,1,0,0,0,0,0,0,0,0,0.7,0,0.6666666666666666,0,0.03875379939209726,0.5,1,0,0,0.29411764705882354,0,0
0.7076350093109869,0.6645907473309608,1,0,0,0,0,1,0,0,1,1,0,0.5571428571428572,0,0.6666666666666666,0,0.13069908814589665,0,1,0,0,0.23529411764705882,0,0
0.5940409683426441,0.3976868327402135,1,0,0,0,0,0,0,0,0,0,0,0.5571428571428572,0,1,0,0.04839841010053776,0.5,1,0,0,0.11764705882352941,0,0
0.6405959031657353,0.6699288256227758,1,0,0,0,0,0,0,0,0,0,0,0.8428571428571429,0,1,0,0.08054711246200608,0.5,1,0,0,0.29411764705882354,0,0
0.4934823091247672,0.4012455516014235,1,0,0,0,0,0,1,0,1,0,0,0.7,0,0.6666666666666666,0,0.03708206686930091,0.5,1,1,0,0.11764705882352941,0,0
0.6219739292364989,0.7820284697508897,0,1,0,1,0,0,0,0,0,0,0,0.5571428571428572,0,0.6666666666666666,0.3333333333333333,0.06382978723404255,0,1,0,0,0.29411764705882354,0,0
0.5567970204841711,0.5080071174377223,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6666666666666666,0,0.08054711246200608,0.5,1,0,0,0.29411764705882354,0,0
0.6256983240223463,0.5587188612099644,1,0,0,0,1,1,0,0,0,0,0,0,0.014492753623188404,0.3333333333333333,0.3333333333333333,0.05639986491050321,0,0.5,0,0,0.17647058823529413,0,0
0.5716945996275605,0.5373665480427046,0,1,1,0,0,1,1,1,1,1,0,0.5571428571428572,0,1,0.3333333333333333,0.10840932117527863,0,0.5,1,0,0.058823529411764705,0,0
0.5642458100558658,0.6423487544483986,1,0,0,0,0,1,0.5,0,0,0,0,0.4142857142857143,0,0.6666666666666666,0.6666666666666666,0.0303951367781155,0.5,0.5,0,0,0.23529411764705882,0,0
