bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
99,Baseline,none,glm,2023-11-25T14:40:25Z,2023-11-25T14:40:42Z,NA,0,NA,0.5
99,Baseline,none,earth,2023-11-25T14:40:42Z,2023-11-25T14:41:45Z,NA,0,NA,0.5
99,Baseline,none,pda,2023-11-25T14:41:45Z,2023-11-25T14:42:38Z,NA,0,NA,0.5
99,Baseline,none,multinom,2023-11-25T14:42:38Z,2023-11-25T14:43:03Z,NA,0,NA,0.5
99,Baseline,none,treebag,2023-11-25T14:43:03Z,2023-11-25T14:43:21Z,0.041666666666666664,0.02,0.02702702702702703,0.5075971583786042
99,Baseline,none,gbm,2023-11-25T14:43:21Z,2023-11-25T14:43:42Z,NA,0,NA,0.5
99,Baseline,none,ranger,2023-11-25T14:43:42Z,2023-11-25T14:45:28Z,NA,0,NA,0.5
99,Baseline,none,nnet,2023-11-25T14:45:29Z,2023-11-25T14:45:54Z,NA,0,NA,0.5
99,Baseline,weighted,glm,2023-11-25T14:45:54Z,2023-11-25T14:46:10Z,NA,0,NA,0.5
99,Baseline,weighted,earth,2023-11-25T14:46:10Z,2023-11-25T14:47:15Z,NA,0,NA,0.5
99,Baseline,weighted,pda,2023-11-25T14:47:15Z,2023-11-25T14:48:11Z,NA,0,NA,0.5
99,Baseline,weighted,multinom,2023-11-25T14:48:11Z,2023-11-25T14:48:35Z,NA,0,NA,0.5
99,Baseline,weighted,treebag,2023-11-25T14:48:35Z,2023-11-25T14:48:54Z,0.041666666666666664,0.02,0.02702702702702703,0.5075971583786042
99,Baseline,weighted,gbm,2023-11-25T14:48:55Z,2023-11-25T14:49:15Z,NA,0,NA,0.5
99,Baseline,weighted,ranger,2023-11-25T14:49:15Z,2023-11-25T14:51:02Z,NA,0,NA,0.5
99,Baseline,weighted,nnet,2023-11-25T14:51:02Z,2023-11-25T14:51:30Z,NA,0,NA,0.5
99,Baseline,up,glm,2023-11-25T14:51:30Z,2023-11-25T14:51:45Z,0.02564102564102564,0.64,0.04930662557781201,0.6929628081905558
99,Baseline,up,earth,2023-11-25T14:51:45Z,2023-11-25T14:54:26Z,0.024509803921568627,0.6,0.04709576138147566,0.6752611784371082
99,Baseline,up,pda,2023-11-25T14:54:26Z,2023-11-25T14:55:21Z,0.02570281124497992,0.64,0.04942084942084942,0.6932762223150857
99,Baseline,up,multinom,2023-11-25T14:55:21Z,2023-11-25T14:55:54Z,0.025336500395882817,0.64,0.04874333587204874,0.6913957375679064
99,Baseline,up,treebag,2023-11-25T14:55:54Z,2023-11-25T14:56:18Z,0.036585365853658534,0.06,0.04545454545454545,0.5217467613873799
99,Baseline,up,gbm,2023-11-25T14:56:19Z,2023-11-25T14:56:46Z,0.02349869451697128,0.54,0.045037531276063386,0.6527831174258254
99,Baseline,up,ranger,2023-11-25T14:56:46Z,2023-11-25T14:59:03Z,0.026455026455026454,0.6,0.05067567567567568,0.6846636021730046
99,Baseline,up,nnet,2023-11-25T14:59:03Z,2023-11-25T14:59:44Z,0.024518388791593695,0.56,0.046979865771812075,0.6636188884245717
99,Baseline,smote,glm,2023-11-25T14:59:44Z,2023-11-25T15:00:01Z,0.02566158781074579,0.64,0.04934464148033925,0.6930672795653992
99,Baseline,smote,earth,2023-11-25T15:00:01Z,2023-11-25T15:03:42Z,0.0351123595505618,0.5,0.06561679790026247,0.6782281654826577
99,Baseline,smote,pda,2023-11-25T15:03:42Z,2023-11-25T15:04:40Z,0.0252167060677699,0.64,0.04852160727824109,0.6907689093188467
99,Baseline,smote,multinom,2023-11-25T15:04:40Z,2023-11-25T15:05:08Z,0.02572347266881029,0.64,0.04945904173106646,0.6933806936899289
99,Baseline,smote,treebag,2023-11-25T15:05:08Z,2023-11-25T15:05:34Z,0.03636363636363636,0.12,0.05581395348837208,0.5433890513999164
99,Baseline,smote,gbm,2023-11-25T15:05:35Z,2023-11-25T15:06:03Z,0.027128157156220765,0.58,0.05183199285075961,0.6813497701629754
99,Baseline,smote,ranger,2023-11-25T15:06:03Z,2023-11-25T15:08:59Z,0.029141104294478526,0.38,0.054131054131054124,0.6238696197241955
99,Baseline,smote,nnet,2023-11-25T15:08:59Z,2023-11-25T15:09:39Z,0.024701195219123506,0.62,0.04750957854406131,0.6821270371918094
99,Baseline,rose,glm,2023-11-25T15:09:39Z,2023-11-25T15:09:54Z,0.00556947925368978,0.4,0.01098599285910464,0.3269327204346009
99,Baseline,rose,earth,2023-11-25T15:09:54Z,2023-11-25T15:11:14Z,0.029723991507430998,0.28,0.05374280230326296,0.5922565816966152
99,Baseline,rose,pda,2023-11-25T15:11:14Z,2023-11-25T15:12:12Z,0.025396825396825397,0.64,0.04885496183206106,0.6917091516924363
99,Baseline,rose,multinom,2023-11-25T15:12:12Z,2023-11-25T15:12:40Z,0.025177025963808025,0.64,0.04844814534443603,0.6905599665691601
99,Baseline,rose,treebag,2023-11-25T15:12:40Z,2023-11-25T15:13:02Z,0.026119402985074626,0.14,0.04402515723270441,0.5427329711659006
