CDD30YR,CDD65,HDD30YR,HDD65,DBT1,DBT99,HOUSEHOLDER_RACE,SDESCENT,NONWHITE,HHAGE,OVER65,NHSLDMEM,LIVESALONE,LARGEHOUSE,EDUCATION,HIGHSCHOOL,EMPLOYHH,MONEYPY,POVERTY,KOWNRENT,ELPAY,NGPAY,UATYP10,ECOREGION,TYPEHUQ,APARTMENT,YEARMADERANGE,TOTROOMS,SWIMPOOL,WALLTYPE,ROOFTYPE,THERMALMASS,ADQINSUL,DRAFTY,WINDOWS,WINFRAME,TYPEGLASS,AIRCOND,HEATHOME,COOLTYPE,EQUIPM,ACEQUIPAGE,EQUIPAGE,NOAC,NOHEAT,NUMCFAN,NUMFLOORFAN,BACKUP,SOLAR,YEAR,TEMPMA
2455,2642,2596,1994,98.6,27.3,White,0,0,51,0,2,0,0,5,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2020,13,1,Brick,Singles,1,3,0,30,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,4,0,0,0,2020,0
3037,2752,1539,1630,97.2,32.7,White,1,1,43,0,6,0,0,4,0,1,150000,0,Own,1,0,0,Great.Plains,SF.Detached,0,2009,10,0,Siding,Singles,0,3,1,20,Metal,3,1,1,Central.Air,Heat.Pump,10,10,0,0,7,0,1,0,2020,0
1740,1632,3045,2863,92.8,22.7,White,0,0,76,1,1,1,0,3,0,0,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,7,0,Other,Metal,0,2,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,5,0,0,0,2020,0
686,896,7381,7176,86.3,-9.8,Black,0,1,47,0,4,0,0,4,0,1,75000,0,Own,1,1,0,Great.Plains,SF.Detached,0,2015,8,0,Siding,Singles,0,3,0,6,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2020,0
2273,2846,2669,2344,98.6,26.6,White,0,0,75,1,2,0,0,4,0,0,40000,1,Own,1,0,1,Great.Plains,SF.Detached,0,2009,9,1,Stucco,Metal,0,3,0,16,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,6,0,0,0,2020,0
578,963,5786,5617,91.2,5.1,White,1,1,58,0,3,0,0,5,0,0.5,150000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,1999,11,0,Stucco,Singles,0,2,0,30,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,4,0,0,1,2020,0
420,494,8949,8177,87.8,-13.9,White,0,0,41,0,3,0,0,3,0,0,20000,1,Rent,0,0,0.5,Northern.Forests,Apt.Low,1,1969,4,0,Stucco,Singles,0,1,1,6,Metal,1,1,1,Window.Wall,Steam.HW,5,10,0,0,0,3,0,0,2020,0
1112,1109,4625,4291,90.1,14.4,White,0,0,40,0,4,0,0,3,0,1,60000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,5,0,Brick,Metal,1,2,0,6,Metal,2,1,1,Central.Air,Other,5,5,0,0,3,4,0,0,2020,0
937,1164,4912,4347,89.1,15.5,White,0,0,50,0,3,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,15,0,Brick,Singles,1,3,0,30,Wood,2,1,1,Central.Air,Central.Furnace,15,15,0,0,5,0,0,0,2020,0
1110,1246,4420,3822,90,19.6,Black,0,1,74,1,1,1,0,2,1,0,25000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1959,4,0,Brick,No.Roof,1,1,2,3,Metal,1,1,1,Central.Air,Central.Furnace,10,5,0,0,2,0,0,0,2020,0
312,500,9824,9183,87.6,-14.5,White,0,0,62,1,2,0,0,2,1,1,25000,1,Own,1,1,0,Northern.Forests,Mobile,0,2009,6,0,Siding,Metal,0,3,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,15,15,0,0,2,2,1,0,2020,0
1006,1958,4664,2808,90,20.9,White,0,0,33,0,2,0,0,3,0,1,50000,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1989,12,1,Siding,Singles,0,2,0,10,Vinyl,2,1,1,Central.Air,Heat.Pump,20,20,0,0,4,0,0,1,2020,0
1356,1268,4150,4158,89.6,18.4,Black,0,1,55,0,1,1,0,2,1,0,25000,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,9,0,Siding,Wood.Shingle,0,3,1,6,Wood,1,1,1,Window.Wall,Central.Furnace,5,15,0,1,0,2,0,0,2020,0
3253,2574,2071,2889,106.3,35.7,White,0,0,72,1,1,1,0,4,0,1,50000,1,Own,1,1,1,Temperate.Sierras,SF.Detached,0,1979,5,0,Stucco,Concrete.Tiles,0,2,0,10,Metal,2,1,1,Central.Air,Central.Furnace,5,10,0,0,2,0,0,0,2020,0
1161,1484,4701,3876,91.3,17.9,Black,0,1,50,0,4,0,0,3,0,1,150000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,2009,9,0,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,4,2,0,0,2020,0
1366,1505,3883,3281,90.6,20.8,White,0,0,32,0,2,1,0,4,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,6,0,Wood,Singles,0,0,2,10,Vinyl,2,1,1,Central.Air,Central.Furnace,15,15,0,0,1,0,0,0,2020,0
1521,1269,4211,4077,91.8,20.7,Black,0,1,60,0,2,0,0,5,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1959,12,0,Brick,Singles,1,1,2,30,Metal,2,1,1,Window.Wall,Steam.HW,10,5,0,0,4,4,0,0,2020,0
3282,1294,0,44,86.4,67.5,Native.Hawaiian,0,1,54,0,7,0,1,2,1,1,150000,0,Own,1,0,0.5,North.American.Deserts,SF.Detached,0,1989,8,0,Stucco,Singles,0,1,2,16,Metal,1,0,1,None,Portable.Electric,-2,5,0,0,0,1,0,0,2020,0
2592,2398,2377,2128,98.7,27.8,White,1,1,60,0,7,0,1,2,1,0,0,1,Rent,1,0,0,Eastern.Temperate.Forests,Mobile,0,1989,6,0,Brick,Wood.Shingle,1,3,0,6,Wood,1,1,1,Central.Air,Heat.Pump,2,2,0,0,3,0,0,0,2020,0
161,286,9271,8245,82.5,-6.5,White,0,0,36,0,3,0,0,2,1,1,35000,1,Rent,1,0,0,Northern.Forests,Mobile,0,1979,5,0,Siding,Metal,0,1,3,6,Metal,1,1,1,Window.Wall,Central.Furnace,5,0,0,1,0,3,0,0,2020,0
1362,919,5040,5927,95.1,14.2,White,0,0,66,1,5,0,0,2,1,0,150000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,1989,8,0,Siding,Singles,0,1,2,16,Metal,1,1,1,Central.Air,Central.Furnace,10,10,0,0,1,3,0,1,2020,0
3815,4435,0,0,89.9,61.8,White,0,0,66,1,3,0,0,3,0,1,30000,1,Own,1,0,1,North.American.Deserts,SF.Detached,0,1989,12,1,Siding,Other,0,0,1,20,Metal,1,1,0,Window.Wall,None,2,-2,0,0,4,5,0,0,2020,0
1666,2119,1463,1378,98.5,37.3,Black,0,1,20,0,5,0,0,4,0,0,30000,1,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,7,0,Stucco,Singles,0,3,0,16,Wood,2,1,0,Central.Air,None,0,-2,0,0,6,4,0,0,2020,0
1263,991,5249,5168,88.3,9.4,Black,0,1,31,0,5,1,0,3,0,0,0,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,7,0,Siding,Singles,0,2,2,10,Wood,2,1,1,Central.Air,Central.Furnace,0,0,0,0,6,3,0,0,2020,0
2521,3069,1978,1558,97.9,32.4,White,1,1,31,0,1,1,0,1,1,1,75000,0,Rent,1,0,0,Great.Plains,Apt.High,1,1999,2,0,Brick,No.Roof,1,3,0,1,Wood,2,1,1,Central.Air,Central.Furnace,20,20,0,0,1,0,0,0,2020,0
1687,1852,3344,2672,92.6,23.1,White,0,0,24,0,3,0,0,4,0,0,25000,1,Rent,0,0,1,Eastern.Temperate.Forests,SF.Detached,0,2009,5,0,Siding,Singles,0,2,1,6,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,2,2,0,0,2020,0
3338,3832,596,419,90.5,43,White,0,0,54,0,2,0,0,3,0,1,100000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,9,1,Brick,Singles,1,3,1,16,Metal,2,1,1,Central.Air,Portable.Electric,10,10,0,0,7,3,1,0,2020,0
503,798,6587,5740,85.8,9.4,White,0,0,50,0,4,0,0,5,0,0.5,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,1,Wood,Wood.Shingle,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,0,2,0,0,2,0,1,0,2020,0
2662,2244,1973,2006,94.8,26.5,White,0,0,41,0,3,0,0,3,0,1,15000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1959,7,0,Brick,Singles,1,2,0,10,Wood,1,1,1,Central.Air,Central.Furnace,10,2,0,0,4,3,0,0,2020,0
1235,1323,4597,4205,89.7,18,White,0,0,76,1,1,1,0,3,0,0,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1959,6,0,Brick,Singles,1,2,0,6,Composite,2,1,1,Window.Wall,Steam.HW,10,15,0,0,2,0,1,0,2020,0
1789,1921,1047,1156,88.2,45.2,White,0,0,38,0,3,0,0,5,0,1,150000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1950,9,1,Stucco,Singles,0,2,0,20,Wood,1,1,1,Central.Air,Central.Furnace,0,5,0,0,3,0,0,0,2020,0
1473,1596,3944,3468,92.4,19.3,White,1,1,63,1,3,0,0,3,0,1,60000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,6,0,Wood,Singles,0,3,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,10,0,0,4,0,0,0,2020,0
901,1222,5110,4444,88.3,16,White,0,0,31,0,2,1,0,3,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,7,1,Siding,Singles,0,3,0,10,Vinyl,2,1,1,Central.Air,Steam.HW,15,10,0,0,4,1,0,0,2020,0
1405,1343,4381,4125,89.4,17.3,White,0,0,64,0,2,0,0,3,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,7,0,Brick,Singles,1,1,0,20,Vinyl,2,1,1,Window.Wall,Steam.HW,2,0,0,0,4,0,0,0,2020,0
1534,1460,3392,3189,90.6,23.3,Mixed.Race,0,1,58,1,5,0,0,3,0,1,50000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1969,6,0,Brick,No.Roof,1,1,3,3,Metal,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2020,0
1424,1579,3699,2909,92.4,23.6,Black,0,1,49,0,1,1,0,3,0,0,35000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,2009,6,0,Siding,No.Roof,0,3,1,6,Metal,1,1,1,Central.Air,Central.Furnace,15,20,0,0,0,0,0,0,2020,0
554,891,5686,5414,91.2,5.1,White,0,0,24,0,4,0,0,5,0,1,100000,0,Rent,1,0,1,North.American.Deserts,SF.Detached,0,1989,8,0,Siding,Singles,0,2,1,10,Wood,2,1,1,Swamp,Central.Furnace,15,10,0,0,1,0,0,0,2020,0
1059,2323,4296,2798,91.5,20.7,White,0,0,19,0,5,0,0,2,1,0,30000,1,Rent,1,1,0,Temperate.Sierras,SF.Detached,0,2009,5,0,Stucco,Wood.Shingle,0,2,1,6,Wood,1,1,0,Central.Air,None,5,-2,0,1,2,3,0,0,2020,0
1999,1872,3580,3248,97.2,18.2,White,0,0,35,0,4,0,0,3,0,0,25000,1,Rent,0,0,1,Eastern.Temperate.Forests,SF.Detached,0,1950,5,0,Siding,Singles,0,1,2,6,Wood,2,1,1,Central.Air,Central.Furnace,15,20,0,0,2,1,0,0,2020,0
646,936,2242,2071,88.2,37.7,Asian,0,1,67,1,3,0,0,3,0,0,100000,0,Own,1,1,1,Mediterranean.California,SF.Detached,0,1950,7,0,Stucco,Singles,0,2,1,6,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,1,0,0,1,2020,0
924,941,5980,5917,89.7,4.7,White,0,0,55,0,5,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,9,0,Siding,Singles,0,3,1,16,Wood,2,1,1,Central.Air,Central.Furnace,5,20,0,0,2,0,0,0,2020,0
1125,1149,5479,5268,90.1,4.8,White,0,0,54,1,3,0,0,2,1,0,12500,1,Own,1,0,0.5,Great.Plains,SF.Detached,0,1999,8,0,Siding,Singles,0,3,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,20,0,0,7,0,0,0,2020,0
1564,1501,3150,2787,91.3,27.7,White,0,0,49,0,3,0,0,5,0,1,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,14,0,Siding,Singles,0,2,0,30,Wood,2,1,1,Central.Air,Central.Furnace,15,15,0,0,7,0,0,0,2020,0
2953,2849,2129,1856,98.7,28.2,Black,1,1,28,0,4,0,0,2,1,1,100000,0,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1979,3,0,Brick,No.Roof,1,2,1,3,Wood,1,1,1,Central.Air,Portable.Electric,20,10,0,0,1,3,0,0,2020,0
1779,2168,3865,3134,98.6,18.8,Black,0,1,55,0,1,1,0,4,0,1,60000,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1999,5,0,Siding,No.Roof,0,1,1,3,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,0,0,2,1,0,0,2020,0
1030,1161,5078,4601,90.3,13.4,Black,0,1,50,0,2,1,0,3,0,1,0,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.High,1,1969,4,0,Brick,No.Roof,1,1,3,3,Wood,1,0,1,None,Central.Furnace,-2,5,0,1,3,0,0,0,2020,1
896,950,6094,5914,89.7,4.7,White,0,0,68,1,2,0,0,4,0,0,35000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,7,0,Siding,Singles,0,2,0,6,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,3,0,0,0,2020,0
859,1018,6619,5935,88,-1.3,White,0,0,53,0,2,0,0,4,0,1,50000,1,Own,1,1,0.5,Great.Plains,SF.Detached,0,1950,4,0,Siding,Singles,0,2,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,0,0,1,2,0,0,2020,0
1401,1165,3824,3719,92.4,19.3,White,0,0,26,0,4,0,0,3,0,0.5,60000,1,Neither,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1989,5,0,Brick,Metal,1,2,1,6,Vinyl,2,1,1,Central.Air,Heat.Pump,2,5,0,0,3,0,0,0,2020,0
128,529,2892,2027,78.7,39,White,0,0,90,1,1,1,0,2,1,0,20000,1,Rent,0,0,1,Mediterranean.California,Apt.High,1,1989,2,0,Stucco,No.Roof,0,2,0,1,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,0,0,0,0,0,0,2020,0
1889,1977,3782,3211,97.2,18.2,White,0,0,64,0,1,1,0,1,1,0,15000,1,Rent,1,1,1,Eastern.Temperate.Forests,SF.Attached,0,1959,6,0,Brick,Singles,1,2,0,1,Metal,2,1,1,Central.Air,Central.Furnace,15,20,0,0,2,1,0,0,2020,0
1900,1982,3460,2944,94.3,22.9,White,0,0,35,0,4,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1959,8,0,Brick,Singles,1,2,1,16,Vinyl,2,1,1,Central.Air,Central.Furnace,20,5,0,0,2,0,0,0,2020,0
1616,1628,4093,3707,91.5,15.9,White,0,0,64,0,1,1,0,3,0,0,50000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Attached,0,2009,7,0,Brick,Singles,1,3,0,6,Metal,2,1,1,Central.Air,Central.Furnace,0,0,0,0,2,1,0,0,2020,0
1191,1276,4752,4177,89.4,17.3,White,0,0,50,0,1,1,0,4,0,1,75000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,6,0,Siding,Singles,0,2,1,6,Vinyl,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,1,0,0,2020,0
1115,1406,5770,5261,95.1,14.2,White,0,0,33,0,3,0,0,2,1,1,100000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,1999,8,0,Siding,Singles,0,3,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,0,0,1,0,0,1,2020,0
696,1108,5916,4689,90.2,16.1,White,0,0,73,1,2,0,0,4,0,0,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2009,8,0,Stone,Singles,1,2,0,20,Vinyl,2,1,1,Central.Air,Central.Furnace,15,15,0,0,1,0,0,0,2020,0
459,697,6754,6111,86.4,9.4,White,0,0,58,0,4,0,0,5,0,1,150000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,6,1,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Window.Wall,Steam.HW,2,20,0,0,0,0,1,0,2020,0
1548,1537,3788,3409,92.4,19.3,White,0,0,80,1,2,0,0,4,0,0,60000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,13,0,Brick,Singles,1,2,1,20,Wood,2,1,1,Central.Air,Central.Furnace,0,2,0,0,7,1,0,0,2020,0
3436,5359,1322,875,108.3,41.6,White,0,0,46,0,5,0,0,4,0,1,150000,0,Own,1,0,1,North.American.Deserts,SF.Detached,0,1999,10,1,Stucco,Ceramic.Tiles,1,1,1,16,Metal,2,1,1,Central.Air,Central.Furnace,20,20,0,0,6,2,0,0,2020,0
211,407,7554,6990,81.9,1.1,White,0,0,46,0,3,0,0,5,0,1,150000,0,Own,1,0,0,Northern.Forests,SF.Detached,0,1989,7,0,Wood,Singles,0,1,1,30,Wood,2,1,1,Window.Wall,Heat.Pump,5,5,0,0,2,1,1,0,2020,0
1151,1339,4969,4070,91.1,15.7,White,0,0,48,0,3,0,0,5,0,1,150000,0,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1999,9,0,Brick,Singles,1,2,0,10,Wood,2,1,1,Central.Air,Heat.Pump,5,5,0,0,3,0,1,0,2020,0
772,996,5742,4921,88.3,12.6,White,0,0,45,0,3,0,0,2,1,1,100000,0,Rent,1,1,1,Eastern.Temperate.Forests,Apt.High,1,2015,4,0,Siding,No.Roof,0,1,2,6,Vinyl,1,1,1,Central.Air,Central.Furnace,5,5,0,0,0,0,0,0,2020,0
1231,1140,4499,4265,91.8,20.7,White,0,0,57,1,7,0,1,2,1,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,9,0,Siding,Singles,0,2,2,10,Wood,2,1,1,Central.Air,Central.Furnace,0,15,1,0,1,3,0,0,2020,0
177,224,4402,4377,68.1,33.4,White,0,0,62,1,2,0,0,4,0,1,150000,0,Own,1,1,1,Marine.West.Coast.Forest,SF.Detached,0,1950,6,0,Wood,Singles,0,2,1,20,Wood,1,0,1,None,Central.Furnace,-2,20,0,0,0,3,0,0,2020,0
769,1169,5645,4631,88.5,15.6,White,0,0,58,1,3,0,0,5,0,1,150000,0,Own,1,0,1,Eastern.Temperate.Forests,Mobile,0,1989,9,0,Siding,Singles,0,1,1,20,Composite,2,1,1,Central.Air,Heat.Pump,2,2,0,0,6,2,0,0,2020,0
1911,1614,2013,2528,98.8,33.8,White,0,0,53,0,1,1,0,2,1,1,40000,1,Own,1,0,0,Northwestern.Forested.Mountains,SF.Detached,0,1969,9,0,Stucco,Concrete.Tiles,0,2,0,10,Metal,2,1,1,Central.Air,Central.Furnace,20,2,0,0,4,2,0,0,2020,0
1355,1105,4390,4633,90.9,15.5,White,0,0,88,1,1,1,0,2,1,0,10000,1,Own,1,1,0,Great.Plains,SF.Detached,0,1969,11,0,Brick,Singles,1,1,2,20,Wood,1,1,1,Central.Air,BuiltIn.Electric,20,20,0,0,6,0,0,0,2020,0
870,985,5719,4944,89.9,15.7,White,0,0,32,0,4,0,0,5,0,0.5,100000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,7,0,Siding,Singles,0,1,2,20,Vinyl,2,1,1,Central.Air,Central.Furnace,0,0,0,0,3,1,0,0,2020,0
1606,1982,1399,1343,97.1,41.1,White,0,0,52,1,2,0,0,3,0,1,60000,1,Rent,1,0,1,Northwestern.Forested.Mountains,Apt.High,1,2009,3,0,Stucco,No.Roof,0,2,0,1,Vinyl,2,1,1,Central.Air,BuiltIn.Electric,15,15,0,0,0,2,0,0,2020,0
1206,1358,4687,4182,89.7,18,Black,0,1,81,1,7,0,1,3,0,0,100000,0,Own,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1950,5,0,Siding,Wood.Shingle,0,0,1,6,Metal,1,1,1,Window.Wall,Central.Furnace,20,20,0,0,4,4,0,0,2020,0
1171,1217,5331,4657,91.5,10.2,White,0,0,70,1,2,0,0,4,0,0,25000,1,Own,1,0,0.5,Great.Plains,SF.Detached,0,2009,7,0,Siding,Singles,0,2,0,6,Metal,2,1,1,Central.Air,Heat.Pump,0,0,0,0,3,0,1,0,2020,0
2770,2499,1866,1559,94.7,29.9,White,0,0,53,0,2,0,0,2,1,1,15000,1,Own,1,1,1,Great.Plains,SF.Detached,0,1979,5,0,Wood,Singles,0,2,0,6,Wood,1,1,1,Central.Air,Central.Furnace,10,10,0,0,3,0,0,0,2020,0
1001,1290,5688,5332,92.7,12.3,White,0,0,49,0,3,0,0,4,0,1,150000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,2009,13,1,Siding,Singles,0,3,0,20,Vinyl,3,1,1,Central.Air,Central.Furnace,10,10,0,0,5,0,0,0,2020,0
780,1108,5473,5047,87.5,10,White,0,0,67,1,2,0,0,3,0,0.5,60000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Brick,Singles,1,2,1,6,Wood,1,1,1,Central.Air,Central.Furnace,0,0,0,0,2,0,1,0,2020,0
516,744,6748,6160,85.6,6.9,White,0,0,68,1,1,1,0,2,1,0,60000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,5,0,Wood,Singles,0,3,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,10,0,0,3,0,0,0,2020,0
854,1076,5539,4761,90,14.3,White,0,0,50,0,5,0,0,3,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,9,0,Siding,Singles,0,1,1,16,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,1,0,4,2,0,0,2020,0
2698,1325,24,114,86.4,67.5,White,0,0,63,0,1,1,0,5,0,0,50000,1,Own,1,0,0,North.American.Deserts,SF.Detached,0,2009,8,0,Siding,Singles,0,0,0,10,Vinyl,2,0,0,None,None,-2,-2,0,0,7,1,0,1,2020,0
763,785,5646,5653,83.8,9.1,White,0,0,68,1,3,0,0,3,0,0.5,100000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,13,0,Wood,Singles,0,2,0,20,Vinyl,2,1,1,Central.Air,Steam.HW,15,10,0,0,1,0,1,0,2020,0
806,878,6114,5697,88.2,5,White,0,0,25,0,2,0,0,3,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,4,0,Wood,Singles,0,2,1,10,Wood,2,0,1,None,Central.Furnace,-2,10,0,0,3,0,0,0,2020,0
651,840,6526,5921,87.8,6.3,Asian,0,1,45,0,3,0,0,4,0,1,75000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,2020,8,0,Brick,Singles,1,3,1,10,Wood,2,1,1,Central.Air,Central.Furnace,2,2,0,0,4,0,0,0,2020,0
389,472,7462,7005,83.8,1.3,White,0,0,72,1,2,0,0,5,0,0,20000,1,Rent,1,0,0.5,Northern.Forests,Apt.High,1,1999,3,0,Wood,No.Roof,0,3,0,3,Vinyl,2,1,1,Window.Wall,BuiltIn.Electric,2,20,0,0,0,1,0,0,2020,0
1045,1104,5812,5500,89.8,3.3,White,0,0,46,0,1,1,0,2,1,0,15000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,4,0,Siding,Singles,0,3,0,10,Metal,1,1,1,Central.Air,Central.Furnace,0,0,0,0,1,0,0,0,2020,0
372,410,4344,4263,88.3,28.2,White,0,0,58,0,1,1,0,3,0,0.5,20000,1,Own,1,0,0.5,Marine.West.Coast.Forest,Mobile,0,1979,4,0,Siding,Other,0,1,3,6,Metal,1,1,1,Window.Wall,Central.Furnace,5,20,0,1,0,0,0,0,2020,0
725,1110,5790,4745,88.1,9.8,White,0,0,61,1,2,0,0,3,0,1,40000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1959,8,0,Siding,Ceramic.Tiles,1,3,0,30,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,8,0,0,1,2020,0
1662,1517,4158,4004,93.4,13.9,White,0,0,34,0,1,1,0,2,1,1,20000,1,Own,1,1,0.5,Great.Plains,SF.Detached,0,1979,4,0,Siding,Wood.Shingle,0,3,1,10,Vinyl,2,1,1,Window.Wall,BuiltIn.Gas,2,2,0,0,3,0,0,0,2020,0
834,991,1103,1045,83.7,45.7,White,0,0,65,1,3,0,0,3,0,0,75000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1950,7,0,Stucco,Singles,0,3,0,10,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,5,0,0,1,2020,0
1279,1537,4368,3592,89.6,18.4,Mixed.Race,0,1,50,0,1,1,0,2,1,1,25000,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,5,0,Siding,Singles,0,2,1,6,Wood,1,1,1,Window.Wall,BuiltIn.Electric,2,5,0,0,3,1,0,0,2020,0
818,1009,5783,5453,88.2,12.2,White,0,0,59,0,2,0,0,5,0,1,150000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,1,Siding,Singles,0,2,1,6,Vinyl,2,1,1,Window.Wall,Central.Furnace,2,10,0,0,1,1,1,0,2020,0
1419,1252,4369,4122,91.8,20.7,White,0,0,44,0,4,0,0,4,0,1,150000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,8,0,Brick,Ceramic.Tiles,1,3,1,10,Wood,1,1,1,Central.Air,BuiltIn.Gas,20,20,0,0,4,0,0,0,2020,0
785,1096,5914,5248,88.2,12.2,White,0,0,29,0,2,0,0,4,0,1,100000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Attached,0,1989,4,0,Siding,Singles,0,2,0,10,Wood,2,1,1,Central.Air,Heat.Pump,0,0,0,0,0,2,0,0,2020,0
1666,1431,3841,3898,91.1,14.2,White,0,0,87,1,2,0,0,3,0,0,30000,1,Rent,1,0,0,Eastern.Temperate.Forests,Mobile,0,1969,4,0,Siding,Metal,0,2,0,6,Metal,1,0,1,None,Heat.Pump,-2,0,0,0,1,0,0,0,2020,0
1120,1228,5512,5492,89.5,5.4,Black,0,1,38,0,2,1,0,3,0,1,25000,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1959,6,0,Brick,Singles,1,1,1,10,Vinyl,2,1,1,Window.Wall,Central.Furnace,2,5,0,0,0,3,0,0,2020,0
