CDD30YR,CDD65,HDD30YR,HDD65,DBT1,DBT99,HOUSEHOLDER_RACE,SDESCENT,NONWHITE,HHAGE,OVER65,NHSLDMEM,LIVESALONE,LARGEHOUSE,EDUCATION,HIGHSCHOOL,EMPLOYHH,MONEYPY,POVERTY,KOWNRENT,ELPAY,NGPAY,UATYP10,ECOREGION,TYPEHUQ,APARTMENT,YEARMADERANGE,TOTROOMS,SWIMPOOL,WALLTYPE,ROOFTYPE,THERMALMASS,ADQINSUL,DRAFTY,WINDOWS,WINFRAME,TYPEGLASS,AIRCOND,HEATHOME,COOLTYPE,EQUIPM,ACEQUIPAGE,EQUIPAGE,NOAC,NOHEAT,NUMCFAN,NUMFLOORFAN,BACKUP,SOLAR,YEAR,TEMPMA
871,993,5397,5401,88.4,15.5,Asian,0,1,51,0,3,0,0,2,1,1,40000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Brick,Singles,1,2,0,6,Vinyl,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,2,0,0,2015,0
396,408,7224,7597,84.5,0.4,White,0,0,33,0,1,1,0,1,1,0,0,1,Rent,0,0,0.5,Northern.Forests,Apt.High,1,1989,1,0,Siding,No.Roof,0,3,0,3,Wood,2,1,1,Window.Wall,Central.Furnace,0,5,0,0,0,2,0,0,2015,0
820,1083,5583,5301,88.4,15.5,White,0,0,56,0,4,0,0,3,0,1,80000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,9,0,Siding,Singles,0,2,1,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,20,0,0,2,0,0,0,2015,0
1143,1706,4740,4007,91.7,12.3,White,0,0,24,0,1,1,0,3,0,1,0,1,Rent,1,1,1,Great.Plains,SF.Detached,0,1950,4,0,Stucco,Singles,0,1,1,6,Wood,1,0,1,None,Central.Furnace,-2,15,0,1,2,1,0,0,2015,0
1687,2019,2927,2446,91.5,25.2,White,0,0,58,0,2,0,0,3,0,0,20000,1,Own,1,0,1,Eastern.Temperate.Forests,Mobile,0,1999,6,0,Siding,Singles,0,3,1,6,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,4,0,0,0,2015,0
2238,1871,2785,2826,93.4,23.1,White,0,0,70,1,2,0,0,2,1,1,20000,1,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1979,7,0,Brick,Singles,1,3,0,16,Metal,1,1,1,Central.Air,Central.Furnace,15,15,0,0,2,0,0,0,2015,0
427,682,6232,5400,88.5,10.3,White,0,0,63,0,1,1,0,5,0,1,40000,0,Own,1,0,0,North.American.Deserts,SF.Detached,0,2009,8,0,Siding,Metal,0,3,1,10,Wood,3,0,1,None,Wood.Stove,-2,15,0,0,4,1,0,1,2015,0
1665,1998,3244,2511,91.8,25.1,White,0,0,55,0,3,1,0,1,1,0,0,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Window.Wall,Central.Furnace,0,0,0,0,0,0,0,0,2015,0
97,315,2770,1958,78.1,41.4,White,0,0,62,0,2,0,0,4,0,0.5,140000,0,Own,1,1,1,Mediterranean.California,SF.Detached,0,1989,7,0,Wood,Singles,0,3,1,16,Fiberglass,2,0,1,None,Central.Furnace,-2,15,0,0,2,0,1,0,2015,0
443,900,6666,6199,86,8.4,White,0,0,30,0,3,0,0,4,0,1,80000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,6,0,Siding,Singles,0,2,1,10,Wood,2,1,1,Window.Wall,Steam.HW,5,20,0,0,0,0,0,0,2015,0
1611,2144,3351,2464,91.8,25.1,Black,0,1,30,0,6,1,0,2,1,1,0,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,6,0,Brick,Metal,1,3,0,6,Wood,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,3,0,0,2015,0
955,1211,5360,4904,88.3,9.5,White,0,0,49,0,2,1,0,3,0,1,80000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,5,0,Siding,Singles,0,2,0,6,Wood,2,1,1,Central.Air,Central.Furnace,15,20,1,0,3,1,1,0,2015,0
1493,1522,2576,2093,97.9,33,White,1,1,20,0,2,0,0,3,0,0.5,40000,0,Rent,1,1,1,Northwestern.Forested.Mountains,Apt.Low,1,1989,3,0,Wood,Wood.Shingle,0,3,0,3,Wood,2,1,1,Central.Air,Central.Furnace,2,20,0,0,0,1,0,0,2015,0
357,427,7542,7652,82.2,-0.2,White,0,0,71,1,4,0,0,1,1,0.5,20000,1,Own,1,0,0,Northern.Forests,SF.Detached,0,1989,6,0,Siding,Wood.Shingle,0,1,2,10,Wood,1,1,1,Window.Wall,Central.Furnace,15,5,0,1,3,1,0,0,2015,1
2641,2830,2060,1941,97.4,29.5,White,0,0,31,0,3,0,0,3,0,1,100000,0,Own,1,0,0.5,Eastern.Temperate.Forests,SF.Detached,0,2009,5,0,Brick,Singles,1,3,0,10,Metal,2,1,1,Central.Air,Central.Furnace,10,15,0,0,4,0,0,0,2015,0
351,484,2433,1979,82.3,39,Asian,0,1,32,0,2,0,0,5,0,1,100000,0,Own,1,1,1,Mediterranean.California,SF.Detached,0,1969,6,0,Stucco,Wood.Shingle,0,2,1,6,Vinyl,2,0,1,None,Central.Furnace,-2,5,0,0,1,1,0,0,2015,0
946,1230,5370,4884,88.3,9.5,White,0,0,85,1,1,1,0,4,0,0,20000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,5,0,Siding,Singles,0,2,0,10,Vinyl,1,1,1,Central.Air,Central.Furnace,15,15,0,0,3,0,0,0,2015,0
1096,1141,5811,5400,95.1,14.2,White,1,1,43,0,3,0,0,1,1,1,20000,1,Own,1,1,1,North.American.Deserts,Mobile,0,1979,3,0,Siding,Metal,0,1,0,10,Wood,2,0,1,Swamp,Central.Furnace,-2,0,1,1,0,3,0,0,2015,1
1492,2533,1576,1030,97.4,39.7,Asian,0,1,31,0,5,0,0,4,0,0,100000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,11,1,Brick,Singles,1,3,0,30,Metal,2,1,1,Central.Air,Central.Furnace,15,15,0,0,0,2,1,1,2015,0
1825,2062,2797,2322,92.5,24.9,Mixed.Race,0,1,72,1,2,0,0,3,0,0,20000,1,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1969,9,0,Siding,Metal,0,2,0,10,Fiberglass,2,1,1,Central.Air,Central.Furnace,20,20,0,0,5,0,0,0,2015,0
1273,1489,4750,4777,91.1,16.6,White,0,0,35,0,2,0,0,3,0,1,80000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1959,4,0,Siding,Singles,0,2,0,6,Fiberglass,2,1,1,Central.Air,Central.Furnace,2,2,0,0,1,1,1,0,2015,0
3102,3471,1503,1364,98.1,32.8,Native.Hawaiian,0,1,40,0,2,0,0,3,0,0.5,20000,1,Own,1,1,1,Great.Plains,SF.Detached,0,1959,5,0,Shingle,Singles,0,1,1,10,Metal,2,0,1,None,Portable.Electric,-2,0,0,0,0,2,0,0,2015,0
295,437,2528,2020,82.3,39,White,1,1,36,0,3,0,0,5,0,0,80000,0,Rent,1,1,1,Mediterranean.California,SF.Detached,0,1959,3,0,Wood,Singles,0,2,0,6,Wood,2,0,1,None,Central.Furnace,-2,15,0,1,0,0,0,0,2015,0
3633,4287,466,389,91.1,43,White,1,1,64,0,2,0,0,4,0,0,60000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,8,1,Stucco,Singles,0,2,0,6,Metal,1,1,1,Central.Air,Central.Furnace,2,2,0,0,4,0,0,0,2015,0
1256,1005,668,1054,80.7,46,White,0,0,72,1,2,0,0,4,0,0,120000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1950,6,0,Stucco,Ceramic.Tiles,1,2,0,10,Wood,1,0,1,None,Central.Furnace,-2,2,0,0,0,2,0,0,2015,0
549,678,7423,6539,84.2,0.2,White,0,0,36,0,4,1,0,3,0,1,60000,0,Rent,1,1,0.5,Northern.Forests,SF.Attached,0,1999,5,0,Siding,Singles,0,2,0,6,Vinyl,2,1,1,Central.Air,Central.Furnace,10,10,0,0,0,2,0,0,2015,0
872,1096,5393,5287,88.4,15.5,Black,1,1,45,0,4,0,0,1,1,1,0,1,Rent,1,1,1,Eastern.Temperate.Forests,Apt.Low,1,1989,6,0,Brick,Slate.Shake,1,3,1,20,Wood,1,1,1,Window.Wall,Steam.HW,5,20,0,0,0,1,0,0,2015,0
4185,3226,1493,1590,97.4,31.6,White,0,0,72,1,2,0,0,5,0,0,80000,0,Own,1,0,0,Great.Plains,SF.Detached,0,2015,8,0,Stone,Metal,1,3,0,20,Metal,2,1,1,Central.Air,Heat.Pump,2,2,0,0,3,0,0,0,2015,0
2154,2198,2680,2276,92.5,24.9,Asian,0,1,48,0,3,0,0,4,0,1,60000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,2015,4,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,3,0,0,0,2015,0
1706,1959,2993,2616,91.4,25.4,White,0,0,72,1,2,0,0,4,0,0,40000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,8,0,Wood,Singles,0,1,0,16,Wood,1,1,1,Central.Air,Central.Furnace,0,0,0,0,2,0,0,0,2015,0
2451,2766,1817,1402,93.4,31.7,White,0,0,40,0,2,0,0,3,0,1,80000,0,Rent,1,0,1,Eastern.Temperate.Forests,SF.Attached,0,2009,6,0,Siding,Singles,0,2,0,10,Wood,1,1,1,Central.Air,Heat.Pump,5,5,0,0,2,0,0,0,2015,0
1514,1531,3790,3672,91.3,15.9,White,0,0,78,1,1,1,0,3,0,0,20000,1,Own,1,0,0.5,Great.Plains,SF.Attached,0,1999,5,0,Brick,Singles,1,3,0,1,Wood,1,1,1,Central.Air,Heat.Pump,15,5,0,0,3,0,0,0,2015,0
3100,3513,1504,1346,97.2,32.7,Black,1,1,68,1,3,0,0,2,1,0,0,1,Own,1,1,1,Great.Plains,SF.Detached,0,1950,5,0,Wood,Singles,0,2,1,6,Wood,1,0,1,None,Portable.Electric,-2,0,1,1,0,0,0,0,2015,1
2137,5487,77,0,88.9,63.9,White,0,0,49,0,2,1,0,3,0,1,40000,0,Rent,1,0,1,North.American.Deserts,Apt.High,1,1989,3,0,Concrete,No.Roof,1,0,2,6,Metal,1,0,0,None,None,-2,-2,0,0,0,1,0,0,2015,0
3593,4267,546,369,91.4,42.9,White,0,0,74,1,2,0,0,4,0,0,80000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,6,1,Stucco,Singles,0,3,0,6,Metal,1,1,1,Central.Air,Heat.Pump,0,2,0,0,4,0,1,1,2015,0
833,1288,5504,4824,88.3,9.5,White,0,0,60,0,2,0,0,2,1,1,80000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,2009,8,1,Siding,Singles,0,2,2,6,Vinyl,2,1,1,Central.Air,Heat.Pump,5,5,0,0,5,0,0,0,2015,0
1752,1810,3905,3971,91.3,17.9,White,0,0,79,1,2,0,0,5,0,0,60000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1969,7,0,Brick,Singles,1,2,0,20,Vinyl,2,1,1,Central.Air,Central.Furnace,15,15,0,0,1,0,0,0,2015,0
1379,1303,4733,4629,92.6,10.6,White,0,0,54,0,3,0,0,5,0,0,100000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1999,8,0,Siding,Singles,0,2,1,30,Wood,2,1,1,Central.Air,Central.Furnace,20,20,0,0,6,2,1,0,2015,0
438,488,7428,7698,85.9,-2.4,White,0,0,64,0,2,0,0,2,1,0.5,20000,1,Rent,1,0,0,Northern.Forests,Mobile,0,1969,4,0,Siding,Metal,0,1,1,10,Metal,1,0,1,None,Central.Furnace,-2,15,0,0,1,1,1,0,2015,0
1677,1944,3020,2630,91.4,25.4,White,0,0,44,0,3,0,0,3,0,1,40000,0,Rent,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1989,11,0,Shingle,Singles,0,2,1,10,Wood,2,1,1,Central.Air,Central.Furnace,15,10,0,0,3,0,0,0,2015,0
385,840,6471,5197,90.8,13.8,White,0,0,55,0,2,0,0,3,0,0.5,20000,1,Rent,1,0,1,Northwestern.Forested.Mountains,SF.Detached,0,1950,5,0,Siding,Singles,0,1,3,6,Vinyl,1,1,1,Window.Wall,Portable.Electric,2,2,0,0,0,3,0,0,2015,0
1786,2306,2976,2381,92.6,22.9,White,0,0,85,1,2,0,0,5,0,0,40000,0,Own,1,0,0,Eastern.Temperate.Forests,Apt.Low,1,1979,5,0,Wood,Singles,0,2,1,10,Wood,2,1,1,Central.Air,Heat.Pump,5,5,0,0,0,0,0,0,2015,0
211,637,4928,3747,88,27.3,White,0,0,59,0,2,0,0,3,0,0.5,40000,0,Rent,1,0,1,Marine.West.Coast.Forest,SF.Attached,0,1950,3,0,Siding,Singles,0,3,0,3,Wood,2,1,1,Window.Wall,BuiltIn.Electric,10,20,0,0,1,0,0,0,2015,0
1460,1880,3126,2616,90.5,26.6,White,0,0,55,0,1,1,0,4,0,0.5,40000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,7,1,Stucco,Singles,0,2,0,30,Wood,1,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,0,2015,0
1799,1876,2963,2502,92.6,22.9,White,0,0,59,0,2,0,0,2,1,1,0,1,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,2009,8,0,Siding,Singles,0,1,3,10,Vinyl,2,1,1,Central.Air,Fireplace,10,10,1,0,0,2,0,0,2015,0
1209,1712,1235,728,90.6,42.8,Asian,0,1,26,0,2,0,0,4,0,0.5,60000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Attached,0,1999,7,0,Wood,Singles,0,2,1,6,Metal,2,1,0,Central.Air,None,2,-2,0,0,1,3,0,0,2015,0
1597,1482,4103,4098,91.1,15.7,White,0,0,69,1,3,0,0,5,0,0,60000,0,Own,1,1,0,Eastern.Temperate.Forests,SF.Detached,0,1950,9,0,Brick,Singles,1,1,3,20,Wood,1,1,1,Window.Wall,Central.Furnace,20,10,0,0,1,1,0,0,2015,0
865,1263,2542,1994,93.2,30.3,White,0,0,74,1,2,0,0,3,0,0,80000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,8,0,Stucco,Singles,0,3,0,6,Wood,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,2,0,0,2015,0
2392,2700,2571,2416,96.3,27.1,White,0,0,62,0,2,0,0,2,1,0,20000,1,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1979,5,0,Brick,Singles,1,3,0,10,Metal,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,0,0,0,2015,0
1566,2214,4147,3600,91.5,15.9,Black,0,1,35,0,3,1,0,3,0,0.5,20000,1,Rent,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,4,0,Siding,Singles,0,2,1,20,Vinyl,2,1,1,Central.Air,Central.Furnace,20,20,0,0,0,0,0,0,2015,0
1119,1600,4738,4481,81.8,13,White,1,1,28,0,1,1,0,4,0,1,60000,0,Rent,1,1,1,Eastern.Temperate.Forests,Apt.High,1,1950,3,0,Brick,No.Roof,1,3,1,3,Metal,1,0,1,None,Steam.HW,-2,2,0,0,1,0,0,0,2015,0
726,869,5793,5909,88.2,10.3,White,0,0,52,0,2,0,0,3,0,1,60000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1950,9,0,Siding,Singles,0,1,1,20,Metal,2,0,1,None,Wood.Stove,-2,10,0,0,0,1,0,0,2015,0
577,702,6267,6043,85.8,7.9,White,0,0,66,1,2,0,0,2,1,0,20000,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,1999,6,0,Siding,Singles,0,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,15,5,0,0,5,2,0,0,2015,0
2629,3643,699,390,90.5,42.5,White,0,0,29,0,2,0,0,3,0,0,20000,1,Rent,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1979,5,0,Brick,Singles,1,2,0,10,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,1,2,1,0,2015,0
2093,2199,2370,1961,100.8,33.7,White,0,0,58,0,3,0,0,5,0,1,140000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,9,1,Stucco,Concrete.Tiles,0,3,0,30,Fiberglass,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,0,0,1,2015,0
2764,3223,1442,1262,93.4,35.5,White,0,0,42,0,4,0,0,3,0,1,140000,0,Own,1,1,1,Great.Plains,SF.Detached,0,2015,9,1,Wood,Wood.Shingle,0,3,1,16,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,2,0,0,1,2015,0
897,1224,6159,5366,89.5,5.4,Asian,0,1,63,0,2,0,0,5,0,0,60000,0,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1989,3,0,Brick,No.Roof,1,2,1,3,Fiberglass,1,1,1,Central.Air,Central.Furnace,0,10,0,0,1,1,0,0,2015,0
1383,1524,4336,4066,91.1,15.7,White,0,0,78,1,2,0,0,2,1,0,40000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1989,6,0,Brick,Singles,1,3,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,15,15,0,0,2,0,0,0,2015,0
732,891,5768,5558,88.3,12,White,0,0,54,0,2,0,0,5,0,1,140000,0,Own,1,0,1,Eastern.Temperate.Forests,SF.Detached,0,1989,8,0,Siding,Singles,0,1,1,10,Vinyl,2,1,1,Central.Air,Heat.Pump,2,2,0,0,1,0,0,0,2015,0
1426,2266,1717,1076,97.4,36.4,White,0,0,48,0,2,0,0,2,1,1,100000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,1979,6,0,Stucco,Singles,0,2,0,6,Metal,1,1,1,Central.Air,Central.Furnace,15,15,0,0,1,0,0,0,2015,0
2571,3182,1605,1385,95.3,33.8,White,0,0,58,0,2,0,0,5,0,1,140000,0,Own,1,1,1,Great.Plains,SF.Detached,0,2009,6,1,Stucco,Concrete.Tiles,0,2,0,30,Metal,2,1,1,Central.Air,Central.Furnace,5,5,0,0,6,0,1,0,2015,0
2857,3456,1582,1442,98.7,31.9,White,1,1,71,1,3,1,0,1,1,0,0,1,Own,1,0,0,Great.Plains,Mobile,0,1989,6,0,Wood,Singles,0,2,1,10,Wood,1,1,1,Both,Central.Furnace,2,0,0,0,1,2,0,0,2015,0
119,230,5300,4714,83.4,24.5,White,0,0,36,0,7,0,1,3,0,0,40000,1,Own,1,0,0,Marine.West.Coast.Forest,SF.Detached,0,1979,8,0,Wood,Singles,0,2,1,16,Vinyl,2,1,1,Central.Air,Heat.Pump,2,2,0,0,1,0,0,0,2015,0
3149,3507,1489,1349,98.1,32.8,White,0,0,68,1,2,0,0,3,0,0.5,20000,1,Own,1,1,1,Great.Plains,SF.Detached,0,1959,5,0,Shingle,Singles,0,2,1,10,Metal,1,1,1,Central.Air,Central.Furnace,2,10,0,0,0,0,0,0,2015,0
838,1251,2558,1998,93.2,30.3,White,0,0,40,0,6,0,0,2,1,1,120000,0,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Attached,0,1959,5,1,Stucco,Ceramic.Tiles,1,1,1,3,Metal,1,0,0,None,None,-2,-2,0,0,0,3,0,0,2015,0
891,1412,5783,4778,94.3,12.5,White,0,0,35,0,4,0,0,2,1,0,20000,1,Own,1,0,0.5,Northwestern.Forested.Mountains,SF.Detached,0,1989,5,0,Siding,Singles,0,3,0,10,Wood,1,1,1,Both,Central.Furnace,5,20,0,0,0,0,1,0,2015,0
852,974,4922,4902,87.6,12.2,White,0,0,73,1,2,0,0,3,0,0.5,40000,0,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1969,6,0,Siding,Metal,0,2,0,10,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,3,1,0,0,2015,0
774,915,7206,6328,88.8,-4.5,White,1,1,51,0,2,0,0,3,0,1,60000,0,Rent,1,1,1,Northern.Forests,SF.Detached,0,2009,9,0,Siding,Metal,0,1,1,16,Wood,2,1,1,Window.Wall,Central.Furnace,2,2,0,0,2,2,0,0,2015,0
1398,1785,2782,2251,99,31.9,White,1,1,32,0,7,0,1,1,1,0,0,1,Rent,1,1,1,Northwestern.Forested.Mountains,Apt.Low,1,1979,4,0,Wood,Wood.Shingle,0,2,1,3,Composite,3,1,0,Window.Wall,None,2,-2,0,0,0,0,0,0,2015,0
660,663,6639,6407,85.9,5.5,White,0,0,59,0,3,0,0,3,0,0,60000,0,Own,1,0,0,Eastern.Temperate.Forests,SF.Detached,0,1999,7,0,Siding,Singles,0,2,1,10,Wood,2,1,1,Central.Air,Central.Furnace,20,5,0,0,3,0,1,0,2015,0
4177,5205,179,44,90.8,49.9,White,1,1,41,0,3,0,0,2,1,0.5,0,1,Rent,1,0,1,Eastern.Temperate.Forests,Apt.High,1,1989,6,0,Concrete,No.Roof,1,1,1,3,Metal,1,1,0,Central.Air,None,10,-2,0,0,2,0,0,0,2015,0
828,1325,6143,4805,91.5,12,White,0,0,52,0,2,0,0,2,1,1,20000,1,Own,1,1,1,North.American.Deserts,SF.Detached,0,1989,4,0,Brick,Singles,1,2,1,10,Wood,2,1,1,Central.Air,Central.Furnace,5,5,0,0,1,0,0,0,2015,0
1036,1165,5430,5170,88.3,9.2,White,0,0,54,0,1,1,0,4,0,1,40000,0,Rent,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1979,4,0,Siding,Wood.Shingle,0,1,0,10,Wood,2,0,1,None,Central.Furnace,-2,5,0,0,0,2,0,0,2015,0
2020,2478,2766,1996,102.2,30.8,White,0,0,19,0,3,0,0,3,0,1,60000,0,Rent,0,0,1,Northwestern.Forested.Mountains,Apt.High,1,1999,3,0,Stucco,No.Roof,0,2,1,3,Metal,1,1,1,Window.Wall,BuiltIn.Gas,2,5,0,0,0,0,0,0,2015,0
792,1797,1280,636,88.3,43.9,White,0,0,43,0,4,0,0,4,0,0.5,140000,0,Own,1,1,1,Northwestern.Forested.Mountains,SF.Detached,0,2009,10,0,Stucco,Ceramic.Tiles,1,2,0,16,Vinyl,2,1,1,Central.Air,Central.Furnace,5,5,0,0,6,0,0,1,2015,0
1819,2221,2914,2450,99.6,27.6,White,1,1,71,1,3,0,0,3,0,0,40000,0,Own,0,0,1,Northwestern.Forested.Mountains,Mobile,0,1999,7,0,Siding,Singles,0,1,1,10,Wood,1,0,1,None,Central.Furnace,-2,5,0,0,4,0,0,0,2015,0
117,332,5312,4395,82.5,26.2,American.Indian,0,1,50,0,3,0,0,3,0,1,80000,0,Own,1,0,0,Marine.West.Coast.Forest,SF.Detached,0,1950,9,0,Siding,Singles,0,1,3,10,Metal,2,1,1,Window.Wall,Fireplace,10,20,0,1,1,1,0,0,2015,0
470,540,7327,7441,85.9,-2.4,White,0,0,40,0,2,0,0,4,0,1,100000,0,Own,1,0,0,Northern.Forests,SF.Detached,0,2015,6,0,Wood,Metal,0,2,1,30,Metal,2,0,1,None,Wood.Stove,-2,0,0,0,1,1,0,0,2015,0
775,942,5749,5458,88.4,15.5,White,0,0,51,0,1,1,0,4,0,0.5,0,1,Rent,0,0,1,Eastern.Temperate.Forests,Apt.Low,1,2015,3,0,Siding,Singles,0,2,1,3,Vinyl,2,0,1,None,BuiltIn.Electric,-2,20,0,0,1,0,0,0,2015,0
356,487,7316,6818,86.5,4.7,White,0,0,58,0,2,0,0,2,1,0,20000,1,Rent,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1959,4,0,Siding,Singles,0,3,0,10,Metal,2,1,1,Central.Air,Central.Furnace,15,15,0,0,3,2,0,0,2015,0
374,738,6397,5328,88.5,10.3,White,0,0,28,0,2,0,0,4,0,1,60000,0,Own,1,1,1,North.American.Deserts,SF.Detached,0,1950,5,0,Wood,Singles,0,2,1,6,Vinyl,2,0,1,None,Central.Furnace,-2,15,0,0,0,2,0,0,2015,0
1154,1040,737,1043,80.7,46,Black,1,1,55,0,2,0,0,2,1,0.5,0,1,Rent,1,1,1,Northwestern.Forested.Mountains,Apt.High,1,1950,1,0,Stucco,No.Roof,0,0,0,1,Wood,1,0,1,None,Portable.Electric,-2,5,0,0,0,1,0,0,2015,0
1132,1642,2638,1993,99.2,34,White,1,1,40,0,2,1,0,3,0,1,40000,0,Rent,1,1,1,Northwestern.Forested.Mountains,SF.Attached,0,1979,5,0,Other,Wood.Shingle,0,1,3,3,Vinyl,2,1,1,Central.Air,Central.Furnace,5,20,0,0,1,0,0,0,2015,0
688,707,2059,1950,88.2,37.7,White,0,0,28,0,2,0,0,4,0,1,20000,1,Rent,0,1,1,Mediterranean.California,Apt.Low,1,1979,3,0,Stucco,Singles,0,1,1,10,Metal,1,0,1,None,BuiltIn.Gas,-2,5,0,0,0,2,0,0,2015,0
2374,2808,1714,1377,91.1,29.7,White,0,0,64,0,1,1,0,2,1,0,0,1,Own,1,0,1,Eastern.Temperate.Forests,Mobile,0,2015,4,0,Siding,Singles,0,3,0,6,Metal,1,1,1,Central.Air,Heat.Pump,2,2,0,0,0,0,0,0,2015,1
197,266,2593,2022,78.1,41.4,White,1,1,42,0,2,0,0,4,0,1,40000,0,Rent,1,0,1,Mediterranean.California,Apt.High,1,1959,4,0,Wood,No.Roof,0,1,1,6,Vinyl,2,0,1,None,BuiltIn.Electric,-2,5,0,0,0,0,0,0,2015,0
2916,3217,1320,1055,92.2,36.3,White,0,0,55,0,3,0,0,2,1,0,40000,0,Own,1,1,1,Great.Plains,SF.Detached,0,1969,6,0,Siding,Singles,0,3,0,10,Metal,2,1,1,Window.Wall,Central.Furnace,5,15,0,0,4,0,0,0,2015,0
1376,1651,4597,4167,91.3,12.4,White,0,0,49,0,2,0,0,4,0,1,20000,1,Rent,1,1,1,Great.Plains,SF.Detached,0,1979,5,0,Siding,Singles,0,3,0,3,Vinyl,2,1,1,Central.Air,Central.Furnace,10,10,0,0,4,1,0,0,2015,0
2983,3236,1520,1312,91.2,35.7,White,0,0,40,0,3,0,0,3,0,1,80000,0,Own,1,1,0.5,Great.Plains,SF.Detached,0,1979,6,1,Brick,Singles,1,2,0,6,Metal,1,1,1,Central.Air,Central.Furnace,10,10,0,0,5,0,1,0,2015,0
1635,1714,3470,3435,93.4,23.1,Black,0,1,34,0,4,1,0,2,1,1,20000,1,Own,1,0,0,Eastern.Temperate.Forests,Mobile,0,1979,5,0,Siding,Metal,0,2,0,6,Wood,2,1,1,Window.Wall,Central.Furnace,5,20,0,1,0,0,1,0,2015,0
1548,1626,4158,4029,90.1,13.6,White,0,0,58,0,1,1,0,2,1,0.5,20000,1,Own,1,1,0.5,Eastern.Temperate.Forests,SF.Detached,0,1999,6,0,Brick,Singles,1,3,1,10,Metal,2,1,1,Central.Air,Central.Furnace,20,20,0,0,5,3,1,0,2015,0
990,864,6223,6028,90.2,1.3,White,0,0,79,1,1,1,0,2,1,0,20000,1,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1950,6,0,Siding,Singles,0,2,1,16,Wood,2,1,1,Window.Wall,Central.Furnace,10,10,0,0,2,1,1,0,2015,0
2106,2431,2452,2055,94.8,26.1,Black,0,1,46,0,3,0,0,4,0,1,60000,0,Own,1,1,1,Eastern.Temperate.Forests,SF.Detached,0,1999,7,0,Brick,Ceramic.Tiles,1,2,1,10,Metal,2,1,1,Central.Air,Central.Furnace,20,2,1,0,4,2,0,0,2015,0
