bootstrap,input_features,variable,coef
25,All,NUMFANS,0.19806255368979825
25,All,OFFGRID,0.1086520164479371
90,Baseline,(Intercept),-1.3549183256889958
90,Baseline,DBT1,0.7161847741563668
90,Baseline,DBT99,1.0341368482468347
90,Baseline,WHITE,-0.6192517163468071
90,Baseline,BLACK,0.4160359024192369
90,Baseline,SDESCENT,0.952278318938899
90,Baseline,OVER65,-0.4223280976069479
90,Baseline,LIVESALONE,-0.2515984825983239
90,Baseline,HIGHSCHOOL,0.1882154608538982
90,Baseline,EMPLOYHH,-0.421956643181503
90,Baseline,POVERTY,0.8645831158852537
90,Baseline,RENT,0.6383739434791578
90,All,(Intercept),-2.0702546895314464
90,All,DBT1,0.4560593685344466
90,All,DBT99,0.2914624469890936
90,All,WHITE,-0.3997895995829438
90,All,BLACK,0.27784435594486734
90,All,SDESCENT,0.8401326202942362
90,All,OVER65,-0.22935855423548143
90,All,LIVESALONE,-0.010434242279417985
90,All,POVERTY,0.5365678782066036
90,All,EMPLOYHH,-0.28677155077380756
90,All,HIGHSCHOOL,0.21860694012296203
90,All,RENT,0.37126161255370455
90,All,APARTMENT,0.039643083706687156
90,All,MOBILE,0.258162254592862
90,All,YEARMADERANGE,0.08298367978390264
90,All,THERMALMASS.ROOF,0.23558345471104264
90,All,ADQINSUL,-0.2106219471317686
90,All,DRAFTY,1.148787050896363
90,All,WWR,-3.2243778564544163
90,All,TYPEGLASS,-0.18184170569537092
90,All,COOLTYPE,-0.2900770078665194
90,All,HVAC_OPERATION,2.192909158368421
90,All,HVAC_MAINTENANCE,1.3972476055935175
90,All,NUMFANS,0.36090232538234146
90,All,OFFGRID,0.22703714001654135
69,Baseline,(Intercept),-1.1669031692906455
69,Baseline,DBT1,0.8823227097769353
69,Baseline,DBT99,0.3205294789831581
69,Baseline,WHITE,-0.7207941920674796
69,Baseline,BLACK,0.304262750853629
69,Baseline,SDESCENT,0.8828512766660839
69,Baseline,OVER65,-0.22190364888098427
69,Baseline,LIVESALONE,-0.25860803519298237
69,Baseline,HIGHSCHOOL,0.3580644887612801
69,Baseline,EMPLOYHH,-0.36506638705305416
69,Baseline,POVERTY,0.973099239342375
69,Baseline,RENT,0.6468961824098536
69,All,(Intercept),-1.552701072992182
69,All,DBT1,0.46690819927627325
69,All,DBT99,-0.542643891115687
69,All,WHITE,-0.501781311044615
69,All,BLACK,0.22643471046723
69,All,SDESCENT,0.7651151524824888
69,All,OVER65,-0.00833466160321466
69,All,LIVESALONE,-0.1867450167204248
69,All,POVERTY,0.5977355616461444
69,All,EMPLOYHH,-0.2508597213808645
69,All,HIGHSCHOOL,0.2526388893638393
69,All,RENT,0.41668986912008105
69,All,APARTMENT,0.16385702642711933
69,All,MOBILE,0.17245044284955485
69,All,YEARMADERANGE,0.2037665795839529
69,All,THERMALMASS.ROOF,0.42688388732888916
69,All,ADQINSUL,-0.41203790932297907
69,All,DRAFTY,0.9401790571049008
69,All,WWR,-1.4769383714528335
69,All,TYPEGLASS,-0.2596077313604697
69,All,COOLTYPE,-0.2077337118122234
69,All,HVAC_OPERATION,1.9982247819211447
69,All,HVAC_MAINTENANCE,1.3061174524362624
69,All,NUMFANS,0.632772475054701
69,All,OFFGRID,-0.060430847020956434
57,Baseline,(Intercept),-0.7413226174634477
57,Baseline,DBT1,0.2496028639770365
57,Baseline,DBT99,0.6809004912159135
57,Baseline,WHITE,-0.6810181145688086
57,Baseline,BLACK,0.360369396724988
57,Baseline,SDESCENT,0.7829991997754462
57,Baseline,OVER65,-0.4773312807520512
57,Baseline,LIVESALONE,-0.36636402030471216
57,Baseline,HIGHSCHOOL,0.12295841732911254
57,Baseline,EMPLOYHH,-0.44097660736079936
57,Baseline,POVERTY,0.9008715326211638
57,Baseline,RENT,0.6617352099430363
57,All,(Intercept),-1.472709679524371
57,All,DBT1,-0.02272085240341308
57,All,DBT99,0.21287824955056062
57,All,WHITE,-0.47569947248672795
57,All,BLACK,0.2694684956274727
57,All,SDESCENT,0.6009150595671793
57,All,OVER65,-0.2595288150769771
57,All,LIVESALONE,-0.18001753620222982
57,All,POVERTY,0.5033912534535713
57,All,EMPLOYHH,-0.28793432808223046
57,All,HIGHSCHOOL,0.0426574203291529
57,All,RENT,0.3772323713620082
57,All,APARTMENT,0.2642647754239578
57,All,MOBILE,0.1951072786333167
57,All,YEARMADERANGE,0.043903598698080366
57,All,THERMALMASS.ROOF,0.3128904829736304
57,All,ADQINSUL,-0.28771490240276143
57,All,DRAFTY,1.0192674065144744
57,All,WWR,0.5806029779081908
57,All,TYPEGLASS,-0.10648532072801072
57,All,COOLTYPE,-0.2743979533361247
57,All,HVAC_OPERATION,1.9687234387875079
57,All,HVAC_MAINTENANCE,1.3240978739235518
57,All,NUMFANS,0.31321968108711745
57,All,OFFGRID,0.09869305840652866
9,Baseline,(Intercept),-0.9092321074048931
9,Baseline,DBT1,0.21780821656661314
9,Baseline,DBT99,0.8132537230314618
9,Baseline,WHITE,-0.7345875975503477
9,Baseline,BLACK,0.34359089412466953
9,Baseline,SDESCENT,0.787453901984555
9,Baseline,OVER65,-0.3918505478232273
9,Baseline,LIVESALONE,-0.3023145325652802
9,Baseline,HIGHSCHOOL,0.24580012856285294
9,Baseline,EMPLOYHH,-0.43854820031755076
9,Baseline,POVERTY,0.9843620764336435
9,Baseline,RENT,0.652140309704954
9,All,(Intercept),-1.3560467842479442
9,All,DBT1,0.06096361983214718
9,All,DBT99,0.07734655677571109
9,All,WHITE,-0.5435870702183423
9,All,BLACK,0.1871608061151205
9,All,SDESCENT,0.5811699851315141
9,All,OVER65,-0.20402023389538956
9,All,LIVESALONE,-0.11584313207165486
9,All,POVERTY,0.5976909655567001
9,All,EMPLOYHH,-0.25640223938004797
9,All,HIGHSCHOOL,0.18649657554741564
9,All,RENT,0.3559240728400456
9,All,APARTMENT,-0.0015840220891817755
9,All,MOBILE,0.18691051602250489
9,All,YEARMADERANGE,-0.07785368806036845
9,All,THERMALMASS.ROOF,0.3498496256788161
9,All,ADQINSUL,-0.10327128856528063
9,All,DRAFTY,0.9482240016259494
9,All,WWR,-0.12924720960360803
9,All,TYPEGLASS,-0.1590506116791941
9,All,COOLTYPE,-0.43503074034669953
9,All,HVAC_OPERATION,2.002606668079278
9,All,HVAC_MAINTENANCE,1.246295302721706
9,All,NUMFANS,0.11117798312166817
9,All,OFFGRID,0.04926269846364574
72,Baseline,(Intercept),-1.2114672663954873
72,Baseline,DBT1,0.5960450283896459
72,Baseline,DBT99,0.6843311089871539
72,Baseline,WHITE,-0.6704327630239815
72,Baseline,BLACK,0.36525604578168636
72,Baseline,SDESCENT,0.9084142703365308
72,Baseline,OVER65,-0.3505026416740125
72,Baseline,LIVESALONE,-0.36865821814428684
72,Baseline,HIGHSCHOOL,0.30473753138515003
72,Baseline,EMPLOYHH,-0.4699317186402271
72,Baseline,POVERTY,1.0002383143752749
72,Baseline,RENT,0.7334162777776098
72,All,(Intercept),-1.7402420820888094
72,All,DBT1,0.4300383794464925
72,All,DBT99,-0.10446443697824305
72,All,WHITE,-0.5111256645364681
72,All,BLACK,0.26362994966906966
72,All,SDESCENT,0.749411154804347
72,All,OVER65,-0.14699233715850296
72,All,LIVESALONE,-0.19810472243334873
72,All,POVERTY,0.6401257225576699
72,All,EMPLOYHH,-0.31923801556831477
72,All,HIGHSCHOOL,0.15479806935754636
72,All,RENT,0.5176936407537128
72,All,APARTMENT,0.09719485501213797
72,All,MOBILE,0.17238266240082512
72,All,YEARMADERANGE,0.054152836508631244
72,All,THERMALMASS.ROOF,0.3183741362963201
72,All,ADQINSUL,-0.24795860318554158
72,All,DRAFTY,1.0094548970023147
72,All,WWR,-0.7522020485418567
72,All,TYPEGLASS,0.03896802578830268
72,All,COOLTYPE,-0.32158413902433947
72,All,HVAC_OPERATION,1.9974986767844958
72,All,HVAC_MAINTENANCE,1.2639985439416963
72,All,NUMFANS,0.302270758686334
72,All,OFFGRID,0.034653981257165
26,Baseline,(Intercept),-1.0502726344774962
26,Baseline,DBT1,0.7596553682694511
26,Baseline,DBT99,0.5277458591371118
26,Baseline,WHITE,-0.6106834810540378
26,Baseline,BLACK,0.38511707957234304
26,Baseline,SDESCENT,0.7781445613625337
26,Baseline,OVER65,-0.38825274186259606
26,Baseline,LIVESALONE,-0.34881049004522724
26,Baseline,HIGHSCHOOL,0.2908371171589176
26,Baseline,EMPLOYHH,-0.47490046742592745
26,Baseline,POVERTY,0.8612320740276324
26,Baseline,RENT,0.6533035998934662
26,All,(Intercept),-2.009222308317518
26,All,DBT1,0.5705196316542074
26,All,DBT99,-0.10978788690172844
26,All,WHITE,-0.3001556625743537
26,All,BLACK,0.32803543913898797
26,All,SDESCENT,0.6567883487734798
26,All,OVER65,-0.21735107145343793
26,All,LIVESALONE,-0.15454205973736568
26,All,POVERTY,0.5080717157717541
26,All,EMPLOYHH,-0.3552339729156156
26,All,HIGHSCHOOL,0.18710448237700344
26,All,RENT,0.38332183121900226
26,All,APARTMENT,0.23391127390671215
26,All,MOBILE,-0.03500249656824089
26,All,YEARMADERANGE,0.17827252301361612
26,All,THERMALMASS.ROOF,0.31181738161514905
26,All,ADQINSUL,-0.18825629214198814
26,All,DRAFTY,1.0667985755441396
26,All,WWR,0.5056206655340172
26,All,TYPEGLASS,-0.10812111305990871
26,All,COOLTYPE,-0.2710769254343293
26,All,HVAC_OPERATION,2.02750299526763
26,All,HVAC_MAINTENANCE,1.3967278394048614
26,All,NUMFANS,0.2552084867142797
26,All,OFFGRID,0.11040406349846689
7,Baseline,(Intercept),-1.0252572020534843
7,Baseline,DBT1,0.05172323194492508
7,Baseline,DBT99,1.010963609602509
7,Baseline,WHITE,-0.78677506593634
7,Baseline,BLACK,0.19769607948570359
7,Baseline,SDESCENT,0.9378617963756836
7,Baseline,OVER65,-0.34717323203835676
7,Baseline,LIVESALONE,-0.4594312806256297
7,Baseline,HIGHSCHOOL,0.21635360228902537
7,Baseline,EMPLOYHH,-0.38011814847649805
7,Baseline,POVERTY,1.066635320985272
7,Baseline,RENT,0.824109970277331
7,All,(Intercept),-1.7579148865909073
7,All,DBT1,0.03230782893549687
7,All,DBT99,0.47337250850869184
7,All,WHITE,-0.6291799511383367
7,All,BLACK,0.16867742913596534
7,All,SDESCENT,0.6945350549586482
7,All,OVER65,-0.13922729274136267
7,All,LIVESALONE,-0.2540671116728664
7,All,POVERTY,0.5549729411722638
7,All,EMPLOYHH,-0.21662828274453771
7,All,HIGHSCHOOL,0.1966448708068584
7,All,RENT,0.530241757837201
7,All,APARTMENT,0.20682749610403395
7,All,MOBILE,0.2705022826639254
7,All,YEARMADERANGE,-0.016954080997864832
7,All,THERMALMASS.ROOF,0.42221904907128177
7,All,ADQINSUL,-0.16250364976279805
7,All,DRAFTY,0.8538180454626982
7,All,WWR,1.9168149270831343
7,All,TYPEGLASS,-0.2641232214060315
7,All,COOLTYPE,-0.29896326005419877
7,All,HVAC_OPERATION,2.131880563328022
7,All,HVAC_MAINTENANCE,1.227857741574215
7,All,NUMFANS,-0.22818665289726692
7,All,OFFGRID,0.0938758143617152
95,Baseline,(Intercept),-1.1445212087704524
95,Baseline,DBT1,0.49509172131931595
95,Baseline,DBT99,0.7411927448215794
95,Baseline,WHITE,-0.5547679660662402
95,Baseline,BLACK,0.3410124494838196
95,Baseline,SDESCENT,0.7777448438267459
95,Baseline,OVER65,-0.44367041311694017
95,Baseline,LIVESALONE,-0.3193039467434444
95,Baseline,HIGHSCHOOL,0.30924460759372835
95,Baseline,EMPLOYHH,-0.38165666363099415
95,Baseline,POVERTY,0.9385342377567835
95,Baseline,RENT,0.6300941094136545
95,All,(Intercept),-1.9656213009099293
95,All,DBT1,0.6586598944311863
95,All,DBT99,0.04950037845710986
95,All,WHITE,-0.3477883697059075
95,All,BLACK,0.2918895939333252
95,All,SDESCENT,0.5469225619718391
95,All,OVER65,-0.19054850951918034
95,All,LIVESALONE,-0.1625968515315361
95,All,POVERTY,0.5420024941860989
95,All,EMPLOYHH,-0.30689585856261936
