bootstrap,input_features,variable,coef
95,All,HIGHSCHOOL,0.21644301472176714
95,All,RENT,0.3731131280360258
95,All,APARTMENT,0.10303701016887239
95,All,MOBILE,-0.014621275648897756
95,All,YEARMADERANGE,0.16531591446494365
95,All,THERMALMASS.ROOF,0.3077328700030859
95,All,ADQINSUL,-0.3672744431088968
95,All,DRAFTY,1.0629406378152997
95,All,WWR,0.7981796204447758
95,All,TYPEGLASS,-0.05843127068966893
95,All,COOLTYPE,-0.28927349537959046
95,All,HVAC_OPERATION,2.068674713983359
95,All,HVAC_MAINTENANCE,1.198166321579259
95,All,NUMFANS,0.06231442721996602
95,All,OFFGRID,0.12030291870550333
87,Baseline,(Intercept),-0.849271894028337
87,Baseline,DBT1,-0.16109086822072316
87,Baseline,DBT99,0.9927358400545783
87,Baseline,WHITE,-0.6910864245337435
87,Baseline,BLACK,0.3074755514389788
87,Baseline,SDESCENT,0.8394687066915271
87,Baseline,OVER65,-0.39294768640539113
87,Baseline,LIVESALONE,-0.25229566237840667
87,Baseline,HIGHSCHOOL,0.26105364147879795
87,Baseline,EMPLOYHH,-0.3780969729649284
87,Baseline,POVERTY,0.9515795383680395
87,Baseline,RENT,0.708779895833418
87,All,(Intercept),-1.5810884037960344
87,All,DBT1,0.0909830858890358
87,All,DBT99,0.39579438709299863
87,All,WHITE,-0.5401969366370138
87,All,BLACK,0.2745559144245286
87,All,SDESCENT,0.7161974424966019
87,All,OVER65,-0.1565111257952548
87,All,LIVESALONE,-0.17414541242362783
87,All,POVERTY,0.5265371207993573
87,All,EMPLOYHH,-0.18532646952792955
87,All,HIGHSCHOOL,0.09090138244804885
87,All,RENT,0.4765346436059089
87,All,APARTMENT,0.06805079275383584
87,All,MOBILE,0.23306397761463585
87,All,YEARMADERANGE,0.026157510538648142
87,All,THERMALMASS.ROOF,0.31738224631676476
87,All,ADQINSUL,-0.30872683374088095
87,All,DRAFTY,1.1511050555360103
87,All,WWR,-3.2532702575881722
87,All,TYPEGLASS,-0.09773757233999388
87,All,COOLTYPE,-0.26701241193828906
87,All,HVAC_OPERATION,2.0542056136676754
87,All,HVAC_MAINTENANCE,1.1687645034151521
87,All,NUMFANS,0.13903135480447634
87,All,OFFGRID,0.03621985696504095
36,Baseline,(Intercept),-0.922244482323114
36,Baseline,DBT1,-0.12919541707400423
36,Baseline,DBT99,0.9361031385408628
36,Baseline,WHITE,-0.5458436679586316
36,Baseline,BLACK,0.2531478251492723
36,Baseline,SDESCENT,0.8174222739770748
36,Baseline,OVER65,-0.3894562507348073
36,Baseline,LIVESALONE,-0.3922804106411425
36,Baseline,HIGHSCHOOL,0.2691924723089949
36,Baseline,EMPLOYHH,-0.3433477083733269
36,Baseline,POVERTY,0.9872062003475869
36,Baseline,RENT,0.7256587907585246
36,All,(Intercept),-1.8674110381307374
36,All,DBT1,-0.1710211035739619
36,All,DBT99,0.25586221309706864
36,All,WHITE,-0.4028590489648142
36,All,BLACK,0.2163465177246384
36,All,SDESCENT,0.6332952190383012
36,All,OVER65,-0.20770472050985253
36,All,LIVESALONE,-0.22738693906273655
36,All,POVERTY,0.5794548969552686
36,All,EMPLOYHH,-0.2325541453729154
36,All,HIGHSCHOOL,0.17755297697947076
36,All,RENT,0.4658068329251605
36,All,APARTMENT,0.3141120175654579
36,All,MOBILE,0.19337771540860862
36,All,YEARMADERANGE,0.21544964130543873
36,All,THERMALMASS.ROOF,0.42747469991449766
36,All,ADQINSUL,-0.2765956236085663
36,All,DRAFTY,0.9244773032270631
36,All,WWR,1.7355787429545946
36,All,TYPEGLASS,-0.057292946981170226
36,All,COOLTYPE,-0.27513844250584335
36,All,HVAC_OPERATION,2.0808640385370176
36,All,HVAC_MAINTENANCE,1.2737165227038867
36,All,NUMFANS,0.5660395420222146
36,All,OFFGRID,0.24508497565354193
78,Baseline,(Intercept),-1.037885184745545
78,Baseline,DBT1,0.623646449588929
78,Baseline,DBT99,0.8312114050975691
78,Baseline,WHITE,-0.7880060566788317
78,Baseline,BLACK,0.3052532761104286
78,Baseline,SDESCENT,0.8990950510296236
78,Baseline,OVER65,-0.3135089239219625
78,Baseline,LIVESALONE,-0.41983158907599977
78,Baseline,HIGHSCHOOL,0.21676355811638603
78,Baseline,EMPLOYHH,-0.4539981735849078
78,Baseline,POVERTY,0.8246548718604119
78,Baseline,RENT,0.7372063470082227
78,All,(Intercept),-1.6919936335424626
78,All,DBT1,0.45034974743437706
78,All,DBT99,0.35133587661351573
78,All,WHITE,-0.5652355611436739
78,All,BLACK,0.14444527535666446
78,All,SDESCENT,0.6134795508991238
78,All,OVER65,-0.13850631567557548
78,All,LIVESALONE,-0.25870719019268146
78,All,POVERTY,0.5141681718392259
78,All,EMPLOYHH,-0.27954458157605416
78,All,HIGHSCHOOL,0.17895372080382976
78,All,RENT,0.4389942408222091
78,All,APARTMENT,0.04675492532964505
78,All,MOBILE,0.008428665949583193
78,All,YEARMADERANGE,0.041151226593848046
78,All,THERMALMASS.ROOF,0.3757208636967939
78,All,ADQINSUL,-0.30841491310038455
78,All,DRAFTY,0.795896870361288
78,All,WWR,0.3566989288390443
78,All,TYPEGLASS,-0.15962498032054495
78,All,COOLTYPE,-0.29887423044659195
78,All,HVAC_OPERATION,2.154627199618615
78,All,HVAC_MAINTENANCE,1.166482536836456
78,All,NUMFANS,0.03501447520950196
78,All,OFFGRID,0.06371199982214562
93,Baseline,(Intercept),-1.028824173804836
93,Baseline,DBT1,0.14696695842830282
93,Baseline,DBT99,0.8358963966432564
93,Baseline,WHITE,-0.7534298681290446
93,Baseline,BLACK,0.29748962946403795
93,Baseline,SDESCENT,0.9254337380654369
93,Baseline,OVER65,-0.23777086705632003
93,Baseline,LIVESALONE,-0.2992307650553837
93,Baseline,HIGHSCHOOL,0.25290486102180293
93,Baseline,EMPLOYHH,-0.26594122027137024
93,Baseline,POVERTY,0.9770665839305429
93,Baseline,RENT,0.7036985756447456
93,All,(Intercept),-1.6584060963964637
93,All,DBT1,0.1714502061859252
93,All,DBT99,0.16431640301415157
93,All,WHITE,-0.5171874206052809
93,All,BLACK,0.2041043436930052
93,All,SDESCENT,0.7812452742953502
93,All,OVER65,-0.03396715136374922
93,All,LIVESALONE,-0.12219412457181832
93,All,POVERTY,0.6034087895185587
93,All,EMPLOYHH,-0.03862007153902932
93,All,HIGHSCHOOL,0.13425786851930652
93,All,RENT,0.3426807784510865
93,All,APARTMENT,0.22932511653597384
93,All,MOBILE,0.19612851455285252
93,All,YEARMADERANGE,0.14639655957805395
93,All,THERMALMASS.ROOF,0.28316235471303386
93,All,ADQINSUL,-0.22752927304288806
93,All,DRAFTY,1.0046566149818699
93,All,WWR,-1.765109087173801
93,All,TYPEGLASS,-0.5100577068065284
93,All,COOLTYPE,-0.3233756045525621
93,All,HVAC_OPERATION,2.0054260639418104
93,All,HVAC_MAINTENANCE,1.3986011202328712
93,All,NUMFANS,0.05421768369202914
93,All,OFFGRID,-0.0017564202046580857
76,Baseline,(Intercept),-0.9344811143129396
76,Baseline,DBT1,0.7609362928230972
76,Baseline,DBT99,0.23455331518939165
76,Baseline,WHITE,-0.6325299441269249
76,Baseline,BLACK,0.34528078580465704
76,Baseline,SDESCENT,0.7538885862384485
76,Baseline,OVER65,-0.3448891399247835
76,Baseline,LIVESALONE,-0.45656027246823305
76,Baseline,HIGHSCHOOL,0.34976909038184156
76,Baseline,EMPLOYHH,-0.5669188965092418
76,Baseline,POVERTY,0.948393616652579
76,Baseline,RENT,0.7335155704664333
76,All,(Intercept),-1.4194309911484697
76,All,DBT1,0.48310915008563105
76,All,DBT99,-0.6516532934145368
76,All,WHITE,-0.453975628779806
76,All,BLACK,0.2270050846155663
76,All,SDESCENT,0.4356818438256446
76,All,OVER65,-0.12138423383576293
76,All,LIVESALONE,-0.18854958874181557
76,All,POVERTY,0.5080158679504372
76,All,EMPLOYHH,-0.43137245494456644
76,All,HIGHSCHOOL,0.23211076516816184
76,All,RENT,0.3832523283202871
76,All,APARTMENT,0.2266372832692148
76,All,MOBILE,0.2668574463045502
76,All,YEARMADERANGE,0.03620844848774124
76,All,THERMALMASS.ROOF,0.35944715967229324
76,All,ADQINSUL,-0.033629024046661224
76,All,DRAFTY,1.0547690958073754
76,All,WWR,-1.3770839996601658
76,All,TYPEGLASS,-0.4358209679892171
76,All,COOLTYPE,-0.15886339407708958
76,All,HVAC_OPERATION,1.9268137418080613
76,All,HVAC_MAINTENANCE,1.2851888478469267
76,All,NUMFANS,0.3756861946586067
76,All,OFFGRID,0.17193842341083684
15,Baseline,(Intercept),-0.5199885010648292
15,Baseline,DBT1,-0.0010033441326255839
15,Baseline,DBT99,0.46864008555089803
15,Baseline,WHITE,-0.648682551975705
15,Baseline,BLACK,0.41962601551519596
15,Baseline,SDESCENT,0.7485340952727053
15,Baseline,OVER65,-0.45096595414414953
15,Baseline,LIVESALONE,-0.3914668968395731
15,Baseline,HIGHSCHOOL,0.2105670011458898
15,Baseline,EMPLOYHH,-0.4864203834928745
15,Baseline,POVERTY,0.9494934056953491
15,Baseline,RENT,0.614853070014287
15,All,(Intercept),-1.19274369421101
15,All,DBT1,-0.11858389804065483
15,All,DBT99,-0.04459493378029314
15,All,WHITE,-0.5121924505886516
15,All,BLACK,0.2871217390936709
15,All,SDESCENT,0.5789819114273733
15,All,OVER65,-0.18142890155433145
15,All,LIVESALONE,-0.27920577907702704
15,All,POVERTY,0.5714693483905784
15,All,EMPLOYHH,-0.3568601173451325
15,All,HIGHSCHOOL,0.10088515578213475
15,All,RENT,0.3738554146324294
15,All,APARTMENT,0.02362844152907899
15,All,MOBILE,0.20495826746126608
15,All,YEARMADERANGE,-0.014589487157333677
15,All,THERMALMASS.ROOF,0.4133352962516381
15,All,ADQINSUL,-0.173750469738392
15,All,DRAFTY,0.8576787078381383
15,All,WWR,-0.10090242647433305
15,All,TYPEGLASS,-0.3630025543755723
15,All,COOLTYPE,-0.23054087089164818
15,All,HVAC_OPERATION,2.1399183052881936
15,All,HVAC_MAINTENANCE,1.2512109130392888
15,All,NUMFANS,0.1877913593935051
15,All,OFFGRID,-0.06868831686778192
32,Baseline,(Intercept),-1.2709374140571812
32,Baseline,DBT1,0.9027633575413486
32,Baseline,DBT99,0.8395414871172097
32,Baseline,WHITE,-0.6044342849009515
32,Baseline,BLACK,0.22840042876783814
32,Baseline,SDESCENT,0.7944123787269085
32,Baseline,OVER65,-0.5557145516474647
32,Baseline,LIVESALONE,-0.28954597206564414
32,Baseline,HIGHSCHOOL,0.2991937110224803
32,Baseline,EMPLOYHH,-0.5131320722592695
32,Baseline,POVERTY,0.8128948158192909
32,Baseline,RENT,0.7267779509970738
32,All,(Intercept),-2.3589936239355582
32,All,DBT1,0.600833719829982
32,All,DBT99,0.39363230084725376
32,All,WHITE,-0.3676755895330875
32,All,BLACK,0.11290992088302323
32,All,SDESCENT,0.5805168579631729
32,All,OVER65,-0.2355277696682327
32,All,LIVESALONE,-0.15369926691056446
32,All,POVERTY,0.406965733239985
32,All,EMPLOYHH,-0.3062960559732887
32,All,HIGHSCHOOL,0.19664025250452916
32,All,RENT,0.44771195231709315
32,All,APARTMENT,0.17918791095091266
32,All,MOBILE,0.21456739111151674
32,All,YEARMADERANGE,0.17836607592696557
32,All,THERMALMASS.ROOF,0.341916718773204
32,All,ADQINSUL,0.030024845704254066
32,All,DRAFTY,0.96918741277832
32,All,WWR,0.024565755254286673
32,All,TYPEGLASS,-0.13508414246012776
32,All,COOLTYPE,-0.11653102897941878
32,All,HVAC_OPERATION,2.1551034906280098
32,All,HVAC_MAINTENANCE,1.2380707649538205
32,All,NUMFANS,-0.3206190142899266
32,All,OFFGRID,-0.014016831449787043
84,Baseline,(Intercept),-0.8020303522298738
84,Baseline,DBT1,0.25753399663112214
84,Baseline,DBT99,0.49050672545508356
84,Baseline,WHITE,-0.7179529322597188
84,Baseline,BLACK,0.22371874043318798
84,Baseline,SDESCENT,0.915542484494177
84,Baseline,OVER65,-0.3116662803144951
84,Baseline,LIVESALONE,-0.2604138631759163
84,Baseline,HIGHSCHOOL,0.2048735832779186
84,Baseline,EMPLOYHH,-0.4404989165378105
84,Baseline,POVERTY,0.9558405144793973
84,Baseline,RENT,0.7596592033594658
84,All,(Intercept),-1.5637134470123422
84,All,DBT1,0.22687559347664352
84,All,DBT99,-0.24115752806880875
84,All,WHITE,-0.5584309436731468
84,All,BLACK,0.11348310156243972
84,All,SDESCENT,0.7285334573415948
84,All,OVER65,-0.1311709244020319
84,All,LIVESALONE,-0.039337643846864674
84,All,POVERTY,0.4862705259671784
84,All,EMPLOYHH,-0.29524677352382045
84,All,HIGHSCHOOL,0.17514776948719793
84,All,RENT,0.44391636279652436
84,All,APARTMENT,0.18864242042906423
84,All,MOBILE,0.034808534671735246
84,All,YEARMADERANGE,0.19190159971822002
84,All,THERMALMASS.ROOF,0.49055941664438607
84,All,ADQINSUL,-0.07032542957630446
84,All,DRAFTY,0.8866277723536955
84,All,WWR,0.045302309461711675
84,All,TYPEGLASS,-0.3515654751047716
84,All,COOLTYPE,-0.24684128233899214
84,All,HVAC_OPERATION,1.97653602871114
84,All,HVAC_MAINTENANCE,1.3808934393207317
84,All,NUMFANS,0.46816712983778164
84,All,OFFGRID,0.07646563821757522
82,Baseline,(Intercept),-0.8842828871202677
82,Baseline,DBT1,0.28380295453283627
82,Baseline,DBT99,0.8668086305622031
82,Baseline,WHITE,-0.7123534979308466
82,Baseline,BLACK,0.2302907863939723
82,Baseline,SDESCENT,0.8512467916525477
82,Baseline,OVER65,-0.3779110092509701
82,Baseline,LIVESALONE,-0.3103803936967813
82,Baseline,HIGHSCHOOL,0.25751527230194576
82,Baseline,EMPLOYHH,-0.3809214533004558
82,Baseline,POVERTY,0.8308891161415772
82,Baseline,RENT,0.6520994178920664
82,All,(Intercept),-1.654198749896839
82,All,DBT1,0.17862343650408818
82,All,DBT99,0.5006350428475076
82,All,WHITE,-0.5098689304464291
82,All,BLACK,0.17835769014185926
82,All,SDESCENT,0.6406190451126601
82,All,OVER65,-0.17660980068250137
82,All,LIVESALONE,-0.17356100460000665
82,All,POVERTY,0.44031058824374175
82,All,EMPLOYHH,-0.21958164764298274
82,All,HIGHSCHOOL,0.2642429149068951
82,All,RENT,0.3871192652268593
82,All,APARTMENT,-0.07112230785354674
82,All,MOBILE,0.07028747518617647
82,All,YEARMADERANGE,-0.0025701539334046933
82,All,THERMALMASS.ROOF,0.4228250368541779
82,All,ADQINSUL,-0.37797287723242207
82,All,DRAFTY,0.8953602081804273
82,All,WWR,0.9418160828906094
82,All,TYPEGLASS,-0.08340292449965639
82,All,COOLTYPE,-0.21778262218762998
82,All,HVAC_OPERATION,2.045762785050878
82,All,HVAC_MAINTENANCE,1.2177753278923844
82,All,NUMFANS,0.07711706538407426
82,All,OFFGRID,-0.04740795978278754
41,Baseline,(Intercept),-0.862253469351687
41,Baseline,DBT1,0.22426596552149408
41,Baseline,DBT99,0.7391243107498037
41,Baseline,WHITE,-0.6566939375007027
41,Baseline,BLACK,0.22815892440957924
41,Baseline,SDESCENT,0.8664420659099423
41,Baseline,OVER65,-0.37535269745786887
41,Baseline,LIVESALONE,-0.245240137597068
41,Baseline,HIGHSCHOOL,0.22422055306741245
41,Baseline,EMPLOYHH,-0.39713860193577605
41,Baseline,POVERTY,0.8649210214841424
41,Baseline,RENT,0.6875067155832031
41,All,(Intercept),-1.4089489985537023
41,All,DBT1,0.14695180969272528
41,All,DBT99,-0.12355953042379278
41,All,WHITE,-0.5107357732639982
41,All,BLACK,0.08667515367475277
41,All,SDESCENT,0.7401482399381485
41,All,OVER65,-0.2047889003674319
41,All,LIVESALONE,-0.10816525164029045
41,All,POVERTY,0.4181192900038201
41,All,EMPLOYHH,-0.19541330716366123
41,All,HIGHSCHOOL,0.18162196392325652
41,All,RENT,0.42886980210331704
41,All,APARTMENT,0.19615004815889928
41,All,MOBILE,0.056894687725967216
41,All,YEARMADERANGE,0.189629746005445
41,All,THERMALMASS.ROOF,0.3220149322227537
41,All,ADQINSUL,-0.19704452520100615
41,All,DRAFTY,0.9547398621338011
41,All,WWR,-1.9276920127739072
41,All,TYPEGLASS,-0.4035680122843423
41,All,COOLTYPE,-0.20334671774325513
41,All,HVAC_OPERATION,2.087990965779875
41,All,HVAC_MAINTENANCE,1.2761819634088933
41,All,NUMFANS,0.3363797718476872
41,All,OFFGRID,0.055914215725385255
23,Baseline,(Intercept),-0.7202626800804354
23,Baseline,DBT1,0.028586093120599884
23,Baseline,DBT99,0.9005964146682184
23,Baseline,WHITE,-0.7258880996227924
23,Baseline,BLACK,0.15081172892385214
23,Baseline,SDESCENT,0.852244550981396
23,Baseline,OVER65,-0.3901826475098807
23,Baseline,LIVESALONE,-0.4030045469145405
23,Baseline,HIGHSCHOOL,0.20495603215096148
23,Baseline,EMPLOYHH,-0.45457280643903863
23,Baseline,POVERTY,0.8560553961475607
23,Baseline,RENT,0.7204615633359557
23,All,(Intercept),-1.4017620927889316
23,All,DBT1,0.2107288668243514
23,All,DBT99,0.1073013132953691
23,All,WHITE,-0.5694213396695351
23,All,BLACK,0.06663133784474859
23,All,SDESCENT,0.5670982645547834
23,All,OVER65,-0.16589807884098196
23,All,LIVESALONE,-0.2234756394753193
23,All,POVERTY,0.4678463278238646
23,All,EMPLOYHH,-0.24446083868018492
23,All,HIGHSCHOOL,0.17600823964427167
23,All,RENT,0.37327663280793677
23,All,APARTMENT,0.14168741996302298
23,All,MOBILE,0.09521960156264644
23,All,YEARMADERANGE,0.1488705119274557
23,All,THERMALMASS.ROOF,0.2931292222976003
23,All,ADQINSUL,-0.1442252827422655
23,All,DRAFTY,0.9398889226202745
23,All,WWR,-0.16013222454970608
23,All,TYPEGLASS,-0.23238493451111175
23,All,COOLTYPE,-0.3466984963055336
23,All,HVAC_OPERATION,1.9967896097950448
23,All,HVAC_MAINTENANCE,1.2671979180819724
23,All,NUMFANS,-0.3267178897104892
23,All,OFFGRID,0.16980779128267293
27,Baseline,(Intercept),-1.048826067063477
27,Baseline,DBT1,0.641142154446667
27,Baseline,DBT99,0.48978499750625015
27,Baseline,WHITE,-0.6924312307698052
27,Baseline,BLACK,0.35246047290328275
27,Baseline,SDESCENT,0.8883704609357569
27,Baseline,OVER65,-0.5507936899214664
27,Baseline,LIVESALONE,-0.2662252185288598
27,Baseline,HIGHSCHOOL,0.23881250047979607
27,Baseline,EMPLOYHH,-0.6356076423473289
27,Baseline,POVERTY,1.0556179731802158
27,Baseline,RENT,0.7902861240319924
27,All,(Intercept),-1.745724783473356
27,All,DBT1,0.3309890498121703
27,All,DBT99,-0.22690040950999343
27,All,WHITE,-0.4462665741229022
27,All,BLACK,0.24857129062928748
27,All,SDESCENT,0.6582697747720438
27,All,OVER65,-0.2056976909037721
27,All,LIVESALONE,-0.0857005877880803
27,All,POVERTY,0.71620566506582
27,All,EMPLOYHH,-0.42875910643259263
27,All,HIGHSCHOOL,0.13959767180086663
27,All,RENT,0.4621700753529255
27,All,APARTMENT,0.1451973963948095
27,All,MOBILE,0.14755849970945986
27,All,YEARMADERANGE,0.06526830221069974
27,All,THERMALMASS.ROOF,0.39079080749403483
27,All,ADQINSUL,0.05235944370910832
27,All,DRAFTY,0.8420703648978582
27,All,WWR,-0.2483823130078137
27,All,TYPEGLASS,-0.4352341424675882
27,All,COOLTYPE,-0.3279176003234755
27,All,HVAC_OPERATION,2.034141427738706
27,All,HVAC_MAINTENANCE,1.3574981223344265
27,All,NUMFANS,0.4776987685196525
27,All,OFFGRID,0.009721668709757249
