bootstrap,input_features,imbalance,mLMethod,time.start,time.end,Precision,Recall,F1,BalancedAccuracy
57,Baseline,none,glm,2024-03-02T01:05:09Z,2024-03-02T01:05:25Z,NA,0,NA,0.5
57,Baseline,none,pda,2024-03-02T01:05:25Z,2024-03-02T01:06:13Z,0.3333333333333333,0.04,0.07142857142857142,0.5195821145006269
57,Baseline,none,multinom,2024-03-02T01:06:14Z,2024-03-02T01:06:42Z,NA,0,NA,0.5
57,Baseline,none,treebag,2024-03-02T01:06:42Z,2024-03-02T01:07:03Z,0,0,NA,0.4994776431257835
57,Baseline,none,gbm,2024-03-02T01:07:04Z,2024-03-02T01:07:29Z,NA,0,NA,0.5
57,Baseline,none,ranger,2024-03-02T01:07:29Z,2024-03-02T01:09:43Z,NA,0,NA,0.5
57,Baseline,none,nnet,2024-03-02T01:09:43Z,2024-03-02T01:10:24Z,NA,0,NA,0.5
57,Baseline,weighted,glm,2024-03-02T01:10:25Z,2024-03-02T01:10:39Z,0.02735562310030395,0.72,0.0527086383601757,0.726276640200585
57,Baseline,weighted,pda,2024-03-02T01:10:40Z,2024-03-02T01:11:28Z,NA,0,NA,0.5
57,Baseline,weighted,multinom,2024-03-02T01:11:28Z,2024-03-02T01:11:55Z,0.027210884353741496,0.72,0.05243991260014566,0.725545340576682
57,Baseline,weighted,treebag,2024-03-02T01:11:55Z,2024-03-02T01:12:15Z,0,0,NA,0.4994776431257835
57,Baseline,weighted,gbm,2024-03-02T01:12:16Z,2024-03-02T01:12:40Z,0.024251069900142655,0.68,0.04683195592286501,0.6970831592143754
57,Baseline,weighted,ranger,2024-03-02T01:12:40Z,2024-03-02T01:15:11Z,0.028495102404274265,0.64,0.05456095481670929,0.7060217300459675
57,Baseline,weighted,nnet,2024-03-02T01:15:11Z,2024-03-02T01:15:50Z,0.02631578947368421,0.72,0.05077574047954866,0.7208441287087337
57,Baseline,up,glm,2024-03-02T01:15:50Z,2024-03-02T01:16:05Z,0.02811550151975684,0.74,0.05417276720351391,0.7363811115754284
57,Baseline,up,pda,2024-03-02T01:16:06Z,2024-03-02T01:17:36Z,0.027885360185902403,0.72,0.053691275167785234,0.7288884245716674
57,Baseline,up,multinom,2024-03-02T01:17:36Z,2024-03-02T01:18:26Z,0.02773497688751926,0.72,0.053412462908011875,0.7281571249477643
57,Baseline,up,treebag,2024-03-02T01:18:26Z,2024-03-02T01:18:55Z,0,0,NA,0.4941496030087756
57,Baseline,up,gbm,2024-03-02T01:18:55Z,2024-03-02T01:19:26Z,0.026041666666666668,0.7,0.050215208034433294,0.7132469703301295
57,Baseline,up,ranger,2024-03-02T01:19:27Z,2024-03-02T01:22:36Z,0.0291005291005291,0.66,0.05574324324324324,0.7149770162975345
57,Baseline,up,nnet,2024-03-02T01:22:37Z,2024-03-02T01:23:51Z,0.025694444444444443,0.74,0.049664429530201344,0.72342666109486
57,Baseline,smote,glm,2024-03-02T01:23:51Z,2024-03-02T01:24:07Z,0.02553191489361702,0.72,0.049315068493150684,0.7164563309653155
57,Baseline,smote,pda,2024-03-02T01:24:07Z,2024-03-02T01:25:38Z,0.026074700493305146,0.74,0.050374404356705246,0.7256205599665692
57,Baseline,smote,multinom,2024-03-02T01:25:38Z,2024-03-02T01:26:14Z,0.026148409893992933,0.74,0.05051194539249147,0.7260384454659423
57,Baseline,smote,treebag,2024-03-02T01:26:14Z,2024-03-02T01:26:42Z,0.06329113924050633,0.1,0.07751937984496124,0.5422691182615963
57,Baseline,smote,gbm,2024-03-02T01:26:43Z,2024-03-02T01:27:14Z,0.028368794326241134,0.64,0.05432937181663836,0.7054993731717509
57,Baseline,smote,ranger,2024-03-02T01:27:14Z,2024-03-02T01:31:01Z,0.03582554517133956,0.46,0.06647398843930635,0.6653322189720017
57,Baseline,smote,nnet,2024-03-02T01:31:01Z,2024-03-02T01:32:14Z,0.024749163879598662,0.74,0.04789644012944984,0.7176807354784789
57,Baseline,rose,glm,2024-03-02T01:32:14Z,2024-03-02T01:32:30Z,0.0037068719703450244,0.26,0.007309530503233062,0.26497701629753445
57,Baseline,rose,pda,2024-03-02T01:32:30Z,2024-03-02T01:33:22Z,0.027245949926362298,0.74,0.052556818181818184,0.73199331383201
57,Baseline,rose,multinom,2024-03-02T01:33:22Z,2024-03-02T01:33:55Z,0.027086383601756955,0.74,0.052259887005649715,0.7311575428332637
57,Baseline,rose,treebag,2024-03-02T01:33:55Z,2024-03-02T01:34:23Z,0.08571428571428572,0.06,0.07058823529411765,0.5266569160050146
57,Baseline,rose,gbm,2024-03-02T01:34:24Z,2024-03-02T01:34:51Z,0.050505050505050504,0.1,0.06711409395973154,0.5401796907647305
57,Baseline,rose,ranger,2024-03-02T01:34:51Z,2024-03-02T01:39:01Z,0.03571428571428571,0.04,0.03773584905660378,0.5143585457584622
57,Baseline,rose,nnet,2024-03-02T01:39:02Z,2024-03-02T01:40:04Z,0.031914893617021274,0.06,0.041666666666666664,0.5204931048892604
57,All,none,glm,2024-03-02T01:40:04Z,2024-03-02T01:40:20Z,NA,0,NA,0.5
57,All,none,pda,2024-03-02T01:40:20Z,2024-03-02T01:41:56Z,0.1375,0.44,0.20952380952380953,0.7055829502716255
57,All,none,multinom,2024-03-02T01:41:56Z,2024-03-02T01:42:30Z,NA,0,NA,0.5
57,All,none,treebag,2024-03-02T01:42:30Z,2024-03-02T01:42:53Z,0.3333333333333333,0.02,0.03773584905660377,0.5097910572503134
57,All,none,gbm,2024-03-02T01:42:54Z,2024-03-02T01:43:20Z,NA,0,NA,0.5
57,All,none,ranger,2024-03-02T01:43:20Z,2024-03-02T01:45:40Z,NA,0,NA,0.5
57,All,none,nnet,2024-03-02T01:45:40Z,2024-03-02T01:46:36Z,NA,0,NA,0.5
